id,title,description,category,price,ranking
B001V9LV98,"Dr. Hauschka Regenerating Day Cream, 1.3-Ounce Box","For Mature Skin This Regenerating Day Cream helps renew mature skin. This replenishing, fortifying p...",Day Creams | Face | Skin Care | Creams & Moisturizers,64.25,21292
B001V9LV9I,"Dr. Hauschka Regenerating Serum, 1.0-Ounce Box",Regenerating Serum --/1OZ Design House: Dr. Hauschka,Oils & Serums | Face | Skin Care,62.5,14729
B001V9MM1E,"Sunsilk Hairapy Hydra TLC Conditioner, 12 Oz.",Thirsty hair need some TENDER LOVING CARE? Moisture is the love your hair is craving. Sunsilk Hydra ...,Hair Care | Conditioners,14.97,66107
B001V9MQAQ,5 &frac12;&quot; HEAVY-DUTY CURVED TOENAIL CLIPPER,"This One Will Cut Through The Thickest Of Nails! 5 1/2"" Long With 1"" Curved Clipping Portion, This O...",Tools & Accessories | Nail Tools | Clippers & Trimmers,4.98,2955
B001V9N0KQ,SOFTSOAP CRISP CUCUMBER &amp; MELON 7.5 OZ,Keep your hands soft and germ-free with Softsoap Crisp Cucumber Melon Liquid Hand Soap. It delivers ...,Hands & Nails | Skin Care | Hand Soaps,2.5,560671
B001V9N1KK,REZAMID LOTION 2 OZ,Rezamid Lotion,Face | Skin Care | Treatments & Masks,22.81,213777
B001V9N2PO,DR. SCHOLLS INGROWN TOENAIL RELIEVER 8.5Gram,DR. SCHOLLS INGROWN TOENAIL RELIEVER 8.5Gram,Hands & Nails | Skin Care | Nail Repair | Nail Treatments,7.99,549303
B001V9OETW,ROGAINE MEN'S EXTRA STRENGTH - 3 bottles 2oz each,3-MONTH SUPPLY ROGAINE Hair Regrowth Treatment contains the only FDA-approved topical ingredient cli...,Hair Loss Products | Styling Products | Hair Care,51.51,212447
B001V9OGJ0,Sween Cream 12oz 7069,"Sween Cream: 12 Oz Jar, 1/Ea",Body | Creams | Skin Care | Moisturizers,16.88,70695
B001V9OO60,CERAVE HYDRATING CLEANSER 12 OZ,"CeraVeTM Hydrating Cleanser is a vital part of a daily skin care routine. It gently removes dirt, oi...",Face | Skin Care | Fluids | Fluids & Lotions | Creams & Moisturizers,12.69,3243
B001V9QJHM,Nutraderm Lotion 16 OZ,NUTRADERM LOTION,Body | Skin Care | Lotions | Moisturizers,16.46,331637
B001V9QL0C,CLEARASIL ULTRA CLEANSING PADS 90 EACH,Clearasil Ultra Deep Pore Cleansing Pads fight pimples fast and prevent their return without the mes...,Cleansers | Face | Skin Care,10.07,262149
B001V9QUQW,GREEN SOAP TINCTURE 16 OZ,Green Soap Tincture,Skin Care | Hands & Nails | Hand Soaps,16.47,282366
B001V9RQY2,Joe Blasco Matte Eye Shadow - Warm Brown,"Shade, contour, and highlight your eyes! These ultra-fine, highly pigmented eye colors apply effortl...",Makeup | Eyes | Eye Shadow,13.48,566465
B001V9SPOW,QC SKIN CLEANSER GENTLE,QC SKIN CLEANSER GENTLE,Cleansers | Face | Skin Care,3.17,677208
B001V9STAM,HAWAIIAN TR SHEER T SPRAY SP50 6oz,HAWAIIAN TR SHEER T SPRAY SP50,Hair Sprays | Styling Products | Hair Care,16.05,861740
B001V9UYI2,DHS SHAMPOO CLEAR FRAG FREE 8 OZ,DHS SHAMPOO CLEAR FRAG FREE 8 OZ,Shampoos | Hair Care,9.0,308205
B001V9V4WM,Prell Classic Shampoo - 13.5 oz,Prell Classic ShampooClassic Prell Shampoo is an exclusive water-based formula that is designed spec...,Shampoos | Hair Care,3.0,329589
B001V9WYR6,Solbar Pf Cream Spf 50 4 OZ,Solbar Pf Cream Spf 50 4 OZ,Skin Protection | Skin Care | Sun,10.49,434329
B001V9X3Y4,Quality Choice COTTON BALLS 100% COTTON 300EA,Quality Choice COTTON BALLS 100% COTTON 300EA,Tools & Accessories | Cotton & Swabs | Cotton Balls,1.95,72494
B001V9X5HO,DOVE PRO-AGE EYE CREAM 0.5 OZ,DOVE PRO-AGE EYE CREAM 0.5 OZ,Eyes | Puffiness Treatments | Skin Care,,438406
B001V9XDNA,KERI RENEWAL SERUM 4 OZ,SKIN RENEWAL SERUM,Hair Styling Serums | Styling Products | Hair Care,6.22,323087
B001VA6BE2,Crabtree &amp; Evelyn Distillations Revitalizing - Ultra Moisturizing Body Butter 8.8 oz (250 g),Aromatherapywith revitalizing lemon + coriander essential oilsRevitalizes the Senses + Revives the S...,Body | Skin Care | Body Butter | Moisturizers,,533398
B001VA75BA,Sally Hansen Color Quick Nail Enamel - Clear Opal - 0.14 oz,"Sally Hansen color quick, fast dry nail color pen. Just click, color and go. A new fast dry nail col...",Nails | Makeup | Nail Polish,2.92,117802
B001VA79HU,"Sally Hansen Color Quick Fast Dry Nail Color Pen, Orange Frost #05 - 1 Ea","LOT OF 7 WONDERFUL COLORS: 15 MAGENTA, 11 STONE MAUVE, 19 WHITE, 12 PINK PEARL, 05 ORANGE (MORE RED)...",Nails | Makeup | Nail Polish,6.64,160955
B001VA8PWI,bareMinerals Get Started Kit with Bonus Gift - Medium,"Not sure where to begin? Let us help you accentuate your natural beauty, conceal imperfections and e...",Tools & Accessories | Makeup Brushes & Tools | Sets & Kits,123.98,84847
B001VAAK7Q,Remede Wrinkle Therapy Moisture Lift Baume 1.7 fl oz (50 ml),ultra-correcting wrinkle creamThis exquisite lifting and age correction cream features the exclusive...,Body | Creams | Skin Care | Moisturizers,102.92,380616
B001VAKVWU,Shea Touch - Pure Shea Body Butter - Natural Bliss (3.8 Oz),"Our vitamin E rich 100% unrefined Chadian shea butter is so soft, melting at skin contact, and fast ...",Body | Skin Care | Body Butter | Moisturizers,8.99,210955
B001VB4S0U,"Life-Flo Triple Advantage, 1.7-Ounce","A natural moisturizing and firming cream, combines the nutrient-rich complex of DMAE, Alpha Lipoic A...",Face | Skin Care,14.19,51877
B001VB8C2U,"Life-Flo Estriol-care, 2-Ounce",Estriol-Care&#x2122; is formulated to contain 18 mg of estriol per ounce. Each full press of the pum...,Body | Creams | Skin Care | Moisturizers,12.67,4208
B001VB9Z6W,AmorePacific Treatment Toner Alcohol-Free Freshener 3.4 oz,"AMOREPACIFIC Treatment Toner is an unique, water-free toner provides gentle restorative benefits as ...",Face | Skin Care | Toners & Astringents,94.46,387310
B001VBBO2U,AmorePacific Moisture Bound Skin Energy Hydration Delivery System 2.7 oz,What it is:A pure botanical moisturizing mist.What it is formulated to do:AmorePacific Moisture Boun...,Face | Skin Care | Creams & Moisturizers,63.98,257937
B001VBG330,"Fekkai Marine Summer Hair Clean Detox Shampoo, 7 Ounce","Leave hair silky, smooth and soft with Marine Summer Hair Clean Detox Shampoo from Fekkai. For 25 ye...",Shampoos | Hair Care,2.03,38205
B001VBH6P4,AmorePacific Moisture Bound Refreshing Hydra-Gel Oil-Free 1.7 oz,"What it is: A refreshing, oil-free hydrating gel that works to delay all signs of aging.   What it i...",Face | Skin Care | Creams & Moisturizers,146.47,198951
B001VBHNF2,"Urban Decay Pocket Rocket Lip Gloss, James (Bright Iridescent Pink), .27 oz","James - Hot pink with ultraviolet glow. How cute is James?! You have the same favorite color (pink),...",Makeup | Lip Glosses | Lips,,390762
B001VBQ330,"Organic 100% Virgin Coconut Oil - 128 oz (3.79 liters) Natural Skin/Hair Care Carrier : ZERO PRESERVATIVES, ZERO ADDITIVES : Native Clean Fresh - Better Aroma-Lock/Anti-Rancid Shield","PRODUCT: 100% Pure Virgin Coconut (cocos nucifera) Oil, from dry-desiccated coconut feedstocks, proc...",Body | Skin Care | Body Butter | Moisturizers,59.99,473503
B001VCU5BU,"Dryer Heating Element for Whirlpool Sears 279698, 4391960","Brand new electric dryer heating element replaces Whirlpool, Sears, Kenmore, Roper, Estate, KitchenA...",Styling Tools | Hair Dryers | Hair Care,16.3,60187
B001VCZVE6,Chanel Le Crayon Yeux Precision Eye Definer Noir 01,Buy Chanel Eyeliners - Chanel Le Crayon Yeux Precision Eye Definer 01 Noir Black,Makeup | Eyes | Eyeliner,,291194
B001VD1M2A,"Olay Regenerist Advanced Anti-Aging Eye Lifting Serum, 2- 0.5 FL",Olay Regenerist Eye Lifting Serum contains a concentrated form of an exclusive amino-peptide complex...,Eyes | Skin Care | Serums,29.99,102703
B001VD1NCE,"CHANEL Glossimer, 84 &quot;IMAGINAIRE&quot;, 5.5 g / 0.19 oz, Made in France",An ultra-shiny moisture lip gloss  Provides a long-lasting and ultra-gloss look  With intense colour...,Makeup | Lip Glosses | Lips,,235027
B001VD2AS0,Goody - Full Rectangular Cushion Brush,GOODY - BRUSHES,Brushes | Styling Tools | Hair Care,,
B001VD2C7O,"Scunci Faux Hair Curly Jaw Clip Extension In Light Blonde, 20-Inch",With Scunci Faux Hair a woman should never have a bad hair day. A multi-toothed jaw clip holds this ...,Hair Extensions | Hair Extensions & Wigs | Styling Products | Hair Care,13.99,121587
B001VD2DNM,BMBOO NTURL WOOD PIN CUSH BRUS,Conair Bamboo Naturals brushes are a renewable and recyclable resource for your hair. Both brushes a...,Brushes | Styling Tools | Hair Care,,391966
B001VD4BNM,"Serie Expert Volume Expand Mousse For Fine Hair Unisex by L'Oreal, 5.07 Ounce","Optimal Volume for Great Bouncy EffectFlaunt your confident self with beautiful, bouncy hair. L'Orea...",Mousses & Foams | Styling Products | Hair Care,59.99,121298
B001VD5U6O,Lancome Lancome Flash Bronzer,"The facial self-tanning results you dream of. An even tan, that looks natural and intense, which lea...",Skin Care | Self-Tanners & Bronzers | Sun,37.0,110035
B001VD5XMK,"L'Oreal Serie Expert Solar Sublime After-Sun Nourishing Balm, 6.7 Ounce","This enriCHIng balm from L'Oreal Professional Serie Expert nourishes and repairs your dry, damaged h...",Skin Care | Sun | After Sun,14.13,18467
B001VD62NO,TIGI Bed Head 4-Play Eyeshadow Matte Love 0.28 oz,"Add a touch of earthy hues to awaken your eyes with this natural quad palette in brown, beige, tan a...",Makeup | Eyes | Eye Shadow,29.99,154732
B001VD6KA4,Tigi Catwalk Headshot Heavenly Hydrating Shampoo 750ml,Get picture-perfect hair with Tigi Catwalk Headshot Heavenly Hydrating Shampoo! This divine formula ...,Shampoos | Hair Care,41.48,301580
B001VD7TNG,"Bodycology Body Cream, Coconut Lime 8 fl oz (240 ml)",Lasting Moisture with a Light FragranceNew Moisturizing Formula!UpliftingThe sweet scent of coconut ...,Body | Skin Care | Lotions | Moisturizers,,445062
B001VD7VCU,"TIGI Bed Head Big Fat Fun With Smudgie Eye Liner, Lilac, 0.1 Ounce",It's all about the glide for perfectly lined eyes. Then use the Smudgie for smokey perfection. It co...,Makeup | Eyes | Eyeliner,,318265
B001VD8DDG,"BareMinerals Well-cared for Brush Conditioning Shampoo, Large 4oz. Tube",Bare Escentuals id Well-Cared for Brush Conditioning Shampoo 4 fl ozProlong your brushes' lives by r...,Shampoos | Hair Care,12.95,17868
B001VD9646,"Bed Head After Party Creme Eyeshadow, Malibu by TIGI, 0.28 Ounce","Bed Head After Party Creme Eyeshadow, Malibu by TIGI, 0.28 Ounce",Makeup | Eyes | Eye Shadow,8.81,415704
B001VD9QRI,"Scunci No-slip Grip Basic Cover Hinge Jaw Clips, 6 Cm, 2-Count, Colors may vary",With scunci no-slip grip hair accessories a woman should never have a bad hair day. scunci no-slip h...,Styling Accessories | Styling Tools | Hair Care | Clips,5.95,10757
B001VDD99O,Yardley London English Rose Refreshing Body Spray,This refreshing rose body spray comes in a 3.4oz bottle.,Fragrance | Women's | Eau de Toilette,,394560
B001VDEOJI,e.l.f. Essential Tinted Moisturizer SPF 15,Anti-aging formula combats premature aging and protects against sun damage while leaving skin radian...,Tinted Moisturizers | Face | Skin Care | Creams & Moisturizers,4.99,355006
B001VDLAXQ,Murad Perfecting Night Cream - 1.7 Oz,"Renew skin by restoring lost moisture, promoting healthy cell turnover and neutralizing free radical...",Night Creams | Face | Skin Care | Creams & Moisturizers,29.45,72832
B001VDMRQA,Exfoliating Sugar Scrub-10 oz.,Exfoliating Sugar Scrub.Made in Canada,Exfoliators & Scrubs | Face | Skin Care | Scrubs,18.99,333892
B001VDP8AC,Murad Essential C Toner 6.0 oz,Conditions and hydrates skin. Strengthens skin's natural defenses.,Face | Skin Care | Toners & Astringents,16.93,29641
B001VDR1P2,Murad Post Acne Spot Lightening Gel 1 oz.,Post-Acne Spot Lightening Gel quickly clears skin of post-acne pigment spots with a triple-action fo...,Face | Skin Care | Treatments & Masks,40.58,189759
B001VDS00W,"Vitabath Plus for Dry Skin Sugar Scrub, 10 Ounce",This refreshing and invigorating Vitabath plus for dry skin sugar scrub will leave your skin feeling...,Bath & Body | Body Scrubs | Scrubs & Body Treatments,17.99,304436
B001VDSQOW,Glass Perfume Bottle Brown Tassel On Ornate Gift,Buy Welforth Decorative Perfume Bottles - Decorative Perfume Bottle with Amber Jewels Model No. PB-7...,Tools & Accessories | Bags & Cases | Refillable Containers,26.95,95990
B001VE9H8K,Usher UR Perfume For Women by Usher,It has top notes of red currant pink freesia and apple blossom; a heart of frangipani apricot nectar...,Eau de Parfum | Fragrance | Women's,,285593
B001VEAPVS,Hask Placenta Plus Henna 'n' Placenta with Olive Oil 57g/2oz,Buy Hask Placenta Hair & Scalp Treatments - Hask Placenta Plus Henna 'n' Placenta with Olive Oil 57g...,Hair & Scalp Treatments | Hair Care,3.99,254728
B001VEBN00,Sue Devitt STUDIO C-weed Powder - GREAT SANDY DESERT 0.9oz/25.5g,Sue Devitt Triple C-Weed Loose Powder Gr8 Sandy Desert  Sue Devitt Triple C-Weed Loose Powder Great ...,Makeup | Face | Powder,19.25,219816
B001VEGWJC,Lacoste Essential ~ 2.5 oz Men Eau de Toilette New,"Mens Essential by Lacoste Eau de Toilette is a clean, crisp fragrance with a patented time-release t...",Men's | Fragrance | Eau de Toilette,37.28,265133
B001VEGY54,Clinique Happy Heart Body Cream 1.4 Oz Deluxe Sample,Clinique Happy Heart Body Cream for Women 1.4oz/40ml Deluxe Travel Size,Body | Skin Care | Lotions | Moisturizers,,373640
B001VEHXFY,"Out Of Africa Complexion Shea Butter Bar Soap, 3.75-Ounce Boxes (Pack of 4)",Complexion- Treat your skin to this all-natural solution.,Bath & Body | Cleansers | Soaps,13.25,386648
B001VEHXL8,"Out Of Africa Verbena Shea Butter Bar Soap, 4-Ounce (Pack of 4)","Verbena- Springtime fresh, with notes of grass and citrus.",Bath & Body | Cleansers | Soaps,14.99,4201
B001VEHXM2,"Out Of Africa Milk Shea Butter Bar Soap, 4-Ounce Boxes (Pack of 4)","Milk- Light pleasant fragrance, sooths dry or sunburned skin.",Bath & Body | Cleansers | Soaps,,400917
B001VEHXWC,"Out Of Africa Tea Tree Shea Butter Hand Wash, 12-Ounce Bottles (Pack of 2)","Tea Tree- Astringent and anti-microbial, clean green scent.",Hands & Nails | Skin Care | Hand Soaps,,1084706
B001VEHY4O,"Out Of Africa Grapefruit Shea Butter, 5-Ounce Tin","Grapefruit- Invigorating and fresh, promotes altertness.",Body | Skin Care | Body Butter | Moisturizers,9.09,272239
B001VEHY58,"Out Of Africa Verbena Shea Butter, 5-Ounce Tin","Verbena- Springtime fresh, with notes of grass and citrus.",Body | Skin Care | Body Butter | Moisturizers,9.99,179670
B001VEHY5S,"Out Of Africa Unscented Shea Butter, 5-Ounce Tin",Unscented- Shea butter moisturizes and nourishes your skin without any scent or fragrance.,Body | Skin Care | Body Butter | Moisturizers,9.99,115565
B001VEMTNU,Jericho Premium De-mineralized Skin Toner 6.75 Fl Oz,"Jericho Premium skin toner removes excess facial oil, dirt and impurities from the skin and clears c...",Face | Skin Care | Toners & Astringents,14.96,288550
B001VEN3NK,Jericho Premium Neck &amp; Eye Gel,"Jericho Premium Eye and Neck Gel consists of Dead Sea minerals, age-defying ingredients, plant extra...",Eyes | Puffiness Treatments | Skin Care,21.9,79534
B001VEN9ZW,"Kevyn Aucoin The Flesh Tone Lip Pencil, Minimal, 0.04 Ounce","Enhance and define the lip line without overemphasizing. Create plump, defined lips with neutral sha...",Lip Liners | Makeup | Lips,19.0,89552
B001VFFGKM,"TRESemme 24 Hour Body Finishing Spray, 7.7 Ounce Bottle",24 Hour Body Finishing Hair Spray by Tresemme for Unisex - 7.7 oz Spray,Hair Sprays | Styling Products | Hair Care,5.34,75398
B001VFFGN4,Tresemme 24 Hour Body Root Boost - 8 oz,Add Bounce to Your HairGive your hair and your day a glamorous lift with Tresemme 24 Hour Root Boost...,"Creams, Gels & Lotions | Styling Products | Hair Care",9.99,57214
B001VFFGSE,"Tea Therapy Blackberry Sage Tea Revitalizing Conditioner for Unisex By Alberto Vo5, 15 Ounce",Tea therapy blackberry sage tea revitalizing conditioner was launched by the design house of alberto...,Hair Care | Conditioners,10.99,210426
B001VFFH0G,AXE Deep Clean Shampoo + Hair Scrub 12 fl oz (355 ml),AXE SHAMPOO DE-GLUE Size: 12 OZ,Shampoos | Hair Care,3.29,179586
B001VFJFCW,Miracle By Lancome for Women 200 Ml / 6.7 Oz SHIMMERING Body Lotion - Extremely Rare,Miracle by Lancome. Dream of the endless possibilities each new day brings. Discover the miraculous ...,Body | Skin Care | Lotions | Moisturizers,,1056495
B001VFJFTK,University Medical AcneFree Sensitive Acne &amp; Blackhead Terminator Medicated Spot Control Gel 1 oz (2,New for Sensitive SkinPowerful Triple-Action Spot Treatment that's gentle on Skin,Salicylic Acid | Face | Skin Care | Acids & Peels | Treatments & Masks,,256406
B001VFN7JY,Tresemme Smooth Frizz-Fighting Hair Spray Gel - 8 Oz,Tresemme Spray Gel Simply No Frizz Pack of 1,Hair Sprays | Styling Products | Hair Care,,179441
B001VFO7X4,Aloe Vera Gel 200 gr (7 oz),Dead Sea minerals revive the skin with Body Butter from Jericho. The natural oils add much-needed mo...,Body | Skin Care | Body Butter | Moisturizers,,162055
B001VFR5HY,Sisley Botanical Lyslait Cleansing Milk with White Lily 30 Ml / 1.0 Oz - Deluxe Travel Size,"Cleans deeply yet gently, removes make up and impurities. Leaves skin cleans, fresh, supple and glow...",Cleansers | Face | Skin Care,16.95,391624
B001VFT0VS,"Aqua Net Professional Hair Spray, Extra Super Hold 3 11 oz",Superior Control for Superior HairstyleA superior hairstyle demands higher holding power and control...,Hair Sprays | Styling Products | Hair Care,4.59,55596
B001VG30EA,Styli-Style 24-Hr Power Line &amp; Seal 24-Eyes - Olive,Styli-Style 24-Hr Power Line & Seal 24-Eyes - Olive,Makeup | Eyes | Eyeliner,1.99,317743
B001VG3YZU,Styli-Steals Line &amp; Seal Eyes,Gel-like formula glides smoothly onto the skin and will remain there all day long - no reapplication...,Makeup | Eyes | Eyeliner,5.12,298151
B001VG9TX6,"Paul Mitchell Tea Tree Hair and Scalp Treatment Unisex, 2.5 Ounce",Invigorating & soothing. Strengthening & deep conditioning. Energizing fragrance.,Hair & Scalp Treatments | Hair Care,28.0,566835
B001VGGOX4,"Paul Mitchell Tea Tree Styling Wax, 2.5 Ounce","Contains activated moisturizing and shine blend of Hawaiian awapuhi, Chamomile, henna, rosemary, alo...",Pomades & Waxes | Styling Products | Hair Care,7.49,106634
B001VGHA6E,Nexus VitaTress Biotin Shampoo Daily Thickening Cleanser 3.3oz,"Nexxus VitaTress Biotin Shampoo contains a nutrient rich formulation for fine, fragile, thinning hai...",Shampoos | Hair Care,4.88,210334
B001VGJ00S,Paul Mitchell Awapuhi Mositure Hydrating Body Bar 5.3 oz,HYDRATING BODY BAR 5.3 oz 150g Moisturizes Skin - Hawaiian Awapuhi imparts rich moisture Gently Clea...,Bath & Body | Cleansers | Soaps,9.2,188745
B001VGJ2L0,"Joico Silk Result Smooth Shampoo Thick/Coarse, 10.1-ounce","Hair Systems Work Together To Optimize The Condition Appearance And Integrity Of The Hair, Products ...",Shampoos | Hair Care,8.37,39164
B001VGOREW,Halle Giftset by Halle Berry,"Halle by Halle Berry is a warm, modern and sensuous woody oriental fragrance.",Body | Skin Care | Lotions | Moisturizers,14.95,159026
B001VGQMT0,Bath Accessories Company Plastic Shower Cap,"This stylish, vintage-inspired shower cap fits all sizes, and keeps water off your locks when you sh...",Bath & Body | Shower Caps | Bathing Accessories,5.5,523344
B001VGQQDC,Herbal Essences Hydralicious Self-Targeting Conditioner - 10.17 oz.,Clairol Herbal Essences Hydra Self Target Cd Pack of 1,Hair Care | Conditioners,7.6,168669
B001VGTODG,Bath Accessories Company Wood Purse/Pocket Comb,Convenient travel size for this best-selling wood comb from Bath Accessories.,Combs | Styling Tools | Hair Care,2.75,380149
B001VGTSA0,Bath Accessories Company Natural Wood Wooden Dressing Comb,"For the maintenance of healthy, beautiful hair, this wide wooden comb massages the scalp and redistr...",Combs | Styling Tools | Hair Care,6.99,171667
B001VH9XW2,Liquid Keratin Complimentary Gift with Purchase 1 ea,Includes:Infusing Healthy Hair De-Frizz Shampoo (1.7 fl oz / 50 ml) - Keratin Infusing Healthy Hair ...,Shampoo & Conditioner Sets | Hair Care,,643522
B001VHKG9Q,"Sexiest Fantasies Body Lotion, Fragrance Moisturizing, Love Struck, 7 oz.","Sexiest Fantasies Body Lotion, Fragrance Moisturizing, Love Struck, 7 oz.",Body | Skin Care | Lotions | Moisturizers,6.95,188917
B001VHLI6G,"Body Fantasies Sexiest Fantasies Love Struck Body Spray for Women, 7.35 Ounce","Sexiest fantasies love struck body spray is a fresh, clean and flirty scent leaving your skin sexy t...",Bath & Body | Body Scrubs | Scrubs & Body Treatments,11.99,129588
B001VHLK1E,Sexiest Fantasies Va Va Voom 7oz Lotion Tube,"Va Va Voom is an unusually sexy & feminine blend of creamy fig, dark flowers and sultry, exotic frui...",Body | Skin Care | Lotions | Moisturizers,5.0,128310
B001VIF8YI,"Floxite FL-78 7-Inch 8X Magnifying Lighted Vanity Mirror, Black",The Well Known Floxite Mirror Light has features and will give you an experience you won&rsquo;t get...,Tools & Accessories | Mirrors | Makeup Mirrors,45.99,197789
B001VII87W,High Frequency D'arsonval Home Use Device,"High frequency beauty device, known also as D'Arsonval or Darsonval machine, is used widely in cosme...",Face | Skin Care,65.0,22380
B001VINUDO,"Medicated Skin Cream [2 oz] Antifungal Healing Cream for Jock Itch, Ringworm, Athlete's Foot, Wounds, Skin Rashes","All Stop Medicated Skin Cream is a specifically-designed, topical cream that provides quick relief o...",Face | Skin Care | Treatments & Masks,18.84,57633
B001VIRO9U,3 BARS LASSOAP DOVE COOL MOISTURE - Your Favorite Soap-on-a-Rope,"Lassoap, conceived by someone with MS following hip surgery will keep soap within arms length. Elimi...",Bath & Body | Cleansers | Soaps,21.0,218070
B001VIVZOU,Bvlgari Eau Parfumee Au The Rouge by Bvlgari Eau De Cologne Spray 1.7 oz,Bvlgari Eau The Rouge by Bvlgari for women. A rich exotic fragrance for women and men. It has notes ...,Eau de Parfum | Fragrance | Women's,34.97,270199
B001VJQ09Y,TAMMY TAYLOR PROFESSIONAL ACRYLIC NAIL LIQUID 4 oz,Tammy Taylor acrylic nail product does not get brittle or crystallize. Because of the chemical bond ...,Nails | Makeup | Top & Base Coats,19.95,115088
B001VJV634,Pureology Antifade Complex Essential Repair Split End Correcting Treatment Hair And Scalp Treatments(3.2 oz),Pureology Essential Repair Split End Correcting Treatment intensly nourishes distressed hair and hel...,Hair & Scalp Treatments | Hair Care,22.59,31970
B001VJVOEA,Mario Badescu Hyaluronic Eye Cream (0.50 oz),"Hyaluronic Acid formula helps lock in the skin's own natural moisture without the use of heavy, grea...",Eyes | Dark Circle Treatments | Skin Care,,396077
B001VJXL0U,"Mario Badescu Skin Care Kera Moisturizer, 2.0 Fluid Ounce",Moisturizes dry skin.,Face | Skin Care | Fluids | Fluids & Lotions | Creams & Moisturizers,21.0,149065
B001VJZEGE,Mario Badescu Control Cream (0.50 oz),"Anti-redness cream is an effective treatment for red, rashy, flaky and irritated skin types and Rosa...",Skin Care | Face | Treatments & Masks,,142723
B001VK1HTG,Mario Badescu Alpha-Grapefruit Cleansing Lotion (8.0 oz),The exfoliating powers of Citrus Extracts and the soothing nature of Aloe and Seaweed Extracts make ...,Cleansers | Face | Skin Care,,740738
B001VK6F7K,Dead Sea Anti-cellulite Massage Soap 5.3 Oz,Specially designed soap with a better grip and rows of nodules to help combat cellulite. Contains De...,Bath & Body | Cleansers | Soaps,11.94,297152
B001VL3F3Q,Shiseido ANESSA Perfect Smooth Sunscreen EX SPF50+ PA+++,Shiseido Anessa Perfect Smooth Sunscreen EX SPF50+ PA+++ offers extremely high protection against UV...,Skin Protection | Sports | Skin Care | Sun,,538935
B001VMH9GE,Skin Care Baba De Caracol Snail Slime Facial Cream w/ Aloe 3.5oz,Beauty & skin care Cream with Snail slime extract & Aloe Vera for proven results when it comes to in...,Face | Skin Care | Fluids & Lotions | Lotions | Creams & Moisturizers,8.94,150335
B001VMJSCW,Dermalogica by Dermatologica Daily Microfoliant ( Travel Size )--0.46 OZ,Daily Microfoliant ( Travel Size )--0.46 OZ,Exfoliators & Scrubs | Face | Skin Care | Scrubs,5.95,5416
B001VMQPWI,"Pureology Essential Repair Shampoo, 33.8 Ounce",Revitalizes hair while leansing with a rich reparative shampoo that fortifies distressed hair while ...,Shampoos | Hair Care,53.95,122634
B001VMQTUQ,"Essential Repair Conditioner By Pureology, 33.8 Ounce",Pureology Essential Repair Hair Conditioner nourishes distressed hair with a daily dose of repair an...,Hair Care | Conditioners,56.89,62153
B001VMUIUS,"Giovanni Hair Care - Colorflage Shampoo Brazenly Brunette, 8.5 fl oz liquid",Explore Your Dark SideBrazenly Brunette Colorflage Shampoo boosts light and deep tones for long-last...,Shampoos | Hair Care,9.21,174009
B001VMWXUQ,Joan Rivers by Joan Rivers Results Gentle Exfoliating Cleanser 1.7 oz (unboxed) - Cleanser,Results Gentle Exfoliating Cleanser 1.7 oz (unboxed) Designer: Joan Rivers Brand: Joan Rivers Gender...,Cleansers | Face | Skin Care,14.46,651299
B001VNC9WW,Max Factor Eyebrow Pencil - Grey Brown,Let your eyebrows frame your face with our Eye Brow Pencil.Soft yet firm application.Defines without...,Makeup | Eyes | Eyeliner,,192463
B001VNRUVM,2.5 oz. Lemon Sage Energizing Body LotionTM,"Paul Mitchell Tea Tree Lemon Sage Energizing Body Lotion has vitamin rich oils that refresh, renew a...",Body | Skin Care | Lotions | Moisturizers,,576603
B001VO0IHY,Gear One Country Music Belt Buckle,"The highly detailed Gear One Country Music Belt Buckle sports a complex, 3-dimensional raised design...",Makeup | Makeup Sets,5.69,320687
B001VP5RCY,Aveda Enbrightenment Brightening Correcting Serum 1 oz,Plant derived skin tone correcting serum for hyperpigmented skin,Face | Skin Care | Treatments & Masks,58.0,46612
B001VQF8AY,Vera Wang Look by Vera Wang - Eau De Parfum Spray 3.4 oz - Women,"Vera Wang Look Eau De Parfum Spray 1.7 oz / 50 ml  For important information see, About Seller",Eau de Parfum | Fragrance | Women's,37.45,268215
B001VR5Z6A,Body Shop Wild Cherry Shower Gel,The Body Shop Wild Cherry Shower Gel - 8.4 Oz. : Best for normal to dry skin. Enjoy the lather of a ...,Bath & Body | Cleansers | Body Washes,34.0,422169
B001VS90EM,Gardeners Java Mint Natural Olive and Cocoa Butter Hand Soap - 6 oz,"Great for gardeners, chefs, mechanics, or anyone that likes to dig in and get their hands dirty. All...",Hands & Nails | Skin Care | Hand Soaps,7.95,615373
B001VSD7S2,"IBD Soak Off Gel Nail Polish, That's My Song, 0.25 Ounce","At last Nail polish that will not chip, peel, flake or smudge and can be removed effortlessly with s...",Nails | Makeup | Nail Polish,8.95,733895
B001VSRDZ0,SEXY DARLING by Kylie Minogue EDT SPRAY 2.5 OZ *TESTER,EDT SPRAY 2.5 OZ *TESTER Design House: Kylie Minogue Year Introduced: 2008 Fragrance Notes: Pear San...,Fragrance | Women's | Eau de Toilette,,1181462
B001VSSM7I,"BURT'S BEES BAY RUM BAR SOAP, 4 oz - ONE BAR","Manufacturer's product details: ""Ground herbs, almonds and spices work gently to exfoliate and invig...",Bath & Body | Cleansers | Soaps,,350449
