id,title,description,category,price,ranking,user_id,remaining_interaction_string,query,classification,preferences,new_query,target_count,targets,similarity_score
B00DV86PS4,NYX Cosmetic - Limited Edition 5pcs Pink Lip Gloss Gift Set Til01 Fast Ship,This package contains  BLG02 BUTTER GLOSS  LG129 MEGA SHINE LIP GLOSS  PIU04 LIP PLUMPER  SMLC06 SOF...,Lip Glosses | Makeup | Lips,18.38,141403.0,A3EVJ0TEM2EP2E,B002HU6HVM|B002AQAFLG|B007I5TEGQ|B004XA81OU,I’m searching for a lip gloss that enhances color for special occasions.,2,"The user shows a preference for products that offer moisture repair, anti-frizz properties, and shine enhancement for hair.","I’m searching for a lip gloss that enhances color for special occasions. Additionally, recommend a hydrating moisturizer and a nourishing face mask to go with this lip gloss.",3.0,lip gloss that enhances color for special occasions|hydrating moisturizer|nourishing face mask,3.7351193
B000BD0SEE,"MyChelle Fruit Enzyme Cleanser, 4.4 Ounce Bottle",Fruit Enzyme Cleanser is a sulfate-free refreshing cleanser with fruit enzymes and mild glycolic aci...,Cleansers | Face | Skin Care,16.26,4206.0,A3SZAN83WQGL2I,B000MAOWO8|B000MASTM4|B004OZ8PMM|B000P20RQU|B0039OLUDU|B000052YJD|B002JCSM0C|B000BJF29O|B000I5JEAO,Do you have any suggestions for a face cleanser that is effective for acne treatment?,3,"The user shows a preference for products that offer repair and firming benefits, as well as those suitable for dry or mature skin.",Do you have any suggestions for a face cleanser that works well for acne? I'm not sure about the specific using scene or required functions.,-1.0,,-5.882039
B001DOA73C,"L'Oreal Paris True Match Naturale Mineral Foundation, Cocoa, 0.35 Ounce",Discover the feeling of skin breathing freely. True Match Naturale re-invents makeup with carefully ...,Foundation | Face | Makeup,5.0,57021.0,AM4PGEYX2MVQC,B001H3ZUKE|B003QQPV8G|B004QWAWM4|B00BZ77QK4|B004ULUVU4|B000NRKT0G|B000181TG0|B008V8PKK8|B000C1VWAE|B000NSTX20|B001AJOEFM|B0027QM1KW|B0045EAMWI|B0045EAMXW,I am looking for a foundation that enhances my self-esteem for special occasions.,2,"The user shows a preference for products that enhance appearance and provide specific beauty solutions, such as acne treatment systems, nail growth and strengthening products, and under-eye firming serums.","I'm looking for a foundation that enhances my self-esteem for special occasions. Additionally, recommend a hydrating moisturizer and a nourishing face mask to go with this foundation.",3.0,foundation that enhances self-esteem for special occasions|hydrating moisturizer|nourishing face mask,1.447522
B00EPOKSJK,"Darcy's Botanicals Organic Coconut &amp; Hibiscus Hair Conditioning Oil, 4 fl. oz.","100% natural, 100% vegan. Darcy's Botanicals Organic Coconut & Hibiscus Hair Conditioning Oil is a l...",Hair & Scalp Treatments | Hair Care,10.0,154903.0,A31FWALJILCRZ0,B000NE5NP0|B000NE6QP6|B000TKH6FI|B001D1648M|B001G93TS4|B002769UU6,"Can you help me choose a Hair Conditioning Oil, 4 fl. oz. for enhancing my personal hair care routine?",-1,"The user shows a preference for high-quality, possibly salon-grade hair care products and mineral-based skincare products.","Can you help me choose a Hair Conditioning Oil, 4 fl. oz. for enhancing my personal hair care routine?",1.0,"Hair Conditioning Oil, 4 fl. oz.",-5.176063
B000BIVY24,"Bumble and Bumble Tonic Lotion, 8-Ounce Spray Bottle","For smooth grooming: a rich mix of vitamins, herbs and tea tree oil - tames tangles, refreshes your ...","Creams, Gels & Lotions | Styling Products | Hair Care",24.58,4038.0,A2X04QUXQQQV25,B005FCB80O|B005FCB65Q|B001W2TAOC|B000127UUA,Can you recommend a tonic lotion that helps enhance hair shine for someone who frequently styles their hair?,3,The user shows a unique preference for anti-fungal nail polish and brightening hair conditioners.,Can you recommend a tonic lotion that helps enhance hair shine for someone who styles their hair often? I'm not sure about the specific using scene or required functions.,-1.0,,-1.3326364
B00DSW9D7S,"Jojoba Facial Scrub, Exfoliating &amp; Smoothing Serum, Gentle, All Natural - &quot;Get Refreshed&quot; - For all Skin Types. Great for Oily/Sensitive/Acne Skin. Organic Ingredients &amp; Bentonite To Clean, Smooth &amp; Tighten Your Skin. You'll LOVE This! Money Back Guarantee EXTENDED For 1 Year!","Your Search For the BEST, Most Effective All Natural Facial Scrub is Over!Bid a long overdue farewel...",Skin Care | Exfoliators & Scrubs | Face | Exfoliators,32.95,77839.0,AUZ3EJAU37NC5,B009CZR3Y0|B00DT4757A|B00EOP3O3C|B00GCQMSVA|B00G3HM9ZI|B0041RCO5W|B003FP86SK|B0090UJFYI|B001R1E2H8|B0000C4COV|B000H8UN3Y|B00AO4EBOI|B0038T17WK|B009XRFA88|B000FBK5HW|B0007W1R58|B003XOY70Y|B0006IJA5C|B0041R7C4A|B0042SLXJ8|B002YHZ3U4|B003ZXMXCC|B000GF1E54|B001B8MUFS|B001JQLNNC,I'm after a facial scrub that helps improve skin texture for someone with mature skin.,0,"The user shows a preference for products with natural and organic ingredients, as well as those offering specific benefits like pore minimizing, anti-aging, and hydration. They also seem to favor products with extended guarantees and those targeting specific concerns like dark circles and deep wrinkles.",I'm after a facial scrub that helps improve skin texture for someone with mature skin.,1.0,facial scrub that helps improve skin texture for someone with mature skin,-8.090924
B004IFMY1Q,Ion Color Defense Clarifying Shampoo,"Ion Color Defense Clarifying Shampoo helps eliminate build-up, residue, and dullness in color-treate...",Shampoos | Hair Care,6.99,89309.0,A2PP6U0R0FZUW6,B0089YJJFG|B005G7UOLM|B005XS38CG|B0085VQG90|B000FZDPWU|B001H270RQ|B00AOJVJRU,Could you suggest a shampoo that enhances hair color vibrancy for someone who frequently dyes their hair?,0,"The user shows a preference for specific nail polish collections and fast-drying, high-gloss top coats.",Could you suggest a shampoo that enhances hair color vibrancy for someone who frequently dyes their hair?,1.0,shampoo that enhances hair color vibrancy for someone who frequently dyes their hair,-4.5971704
B0075J4TDI,"Nivea Body Touch of Renewal Lathering Body Scrub, 12 Ounce",Nivea touch of renewal lathering body scrub featuring hydra IQ technology delivers an unmatched bala...,Scrubs & Body Treatments | Bath & Body | Body Scrubs,6.46,5646.0,A1RQJE8UQAU23U,B00E9SIR2C|B00EP5B4SS|B004P2RZUC|B007DGRT3K|B0000AJ3PT|B000V9RRD8,I'm interested in a body scrub that can help improve circulation for a spa-like experience at home.,3,"The user shows a preference for products with tropical or fruity scents, as indicated by the choice of coconut lime and tropical mango products.",I'm looking for a body scrub that can help with circulation for a spa-like experience at home. I'm not sure about the specific using scene or required functions.,-1.0,,-9.66692
B000EMDK2Y,"CHI Keratin Mist, Leave-In Strengthening Treatment, 12 Ounce",Itis specifically developed to work in conjunction with the CHI line. CHI Keratin Mist with Cationic...,Body | Skin Care | Lotions | Moisturizers,13.98,2050.0,A3THJJRM4DMQ2T,B002GZ7RFS|B007HNKIG4|B007ROD3AG|B00881ZRWY,Help me find a leave-in strengthening treatment that offers hydration and protection against humidity for adult hair care.,3,"The user shows a preference for products that provide moisture and shine, as well as those that assist in detangling and conditioning hair.",Can you help me find a leave-in treatment that strengthens and hydrates while also protecting against humidity for adult hair care? I'm not sure about the specific using scene or required functions.,-1.0,,-3.506281
B001189I3A,"100% Pure Cosmetics - Organic Coffee Bean Eye Cream, 1 fl oz cream","What is it: Anti-inflammatory, caffeine rich green tea and coffee de-puffs and reduces swelling whil...",Eyes | Skin Care,18.83,908.0,A37HEY9O4TFCX9,B0009VR9YK|B0002KHAX8|B000DINCOA|B000J56B2W|B0007CXXKA|B000ES47M0|B000YM8VNW,Could you suggest an eye cream that helps with dark circle reduction?,0,The user shows a preference for products with a focus on romance-themed scents and formulations that target specific concerns like cellulite reduction and curl definition.,Could you suggest an eye cream that helps with dark circle reduction?,1.0,eye cream that helps with dark circle reduction,-3.297183
B006Z43V38,"CONAIR CD700CS Double Ceramic Curling Iron, 3/4 Inch",Create beautiful styles while eliminating frizz with the CONAIR double ceramic curling iron. The new...,Curling Irons | Styling Tools | Hair Care | Irons,20.79,9832.0,ASW0Q4I89SDRD,B00006598X|B0009ET3SC|B000R87B1Q|B00631JA8S|B005GHP5UC|B002OVV7F0,Do you have any suggestions for a curling iron that would be good for achieving professional salon-quality curls at home?,0,"The user shows a unique preference for products that enhance hair styling and care, such as microfiber towels for hair and body, hot roller clips, and nail art tools.",Do you have any suggestions for a curling iron that would be good for achieving professional salon-quality curls at home?,1.0,curling iron,-7.5173984
B000FLLUDU,"Sedona Labs Iflora Multi-Probiotic Powder, Powder, 2.1-Ounce",Many probiotic strains are needed to support good health. You take a multi-vitamin and mineral suppl...,Body | Skin Care | Lotions | Moisturizers,15.99,18940.0,A2ODIWTLSE3QNF,B0036BI56G|B004CZXNQ2|B000FQNDHQ|B000052YM8|B000G8LWZI,Can you recommend me a probiotic powder for enhancing skin texture and providing anti-aging benefits?,2,"The user shows a preference for products containing active ingredients like Vitamin C and AHA, and has an interest in both facial treatments and lip care.","Can you recommend me a probiotic powder for enhancing skin texture and providing anti-aging benefits? Additionally, recommend a hydrating moisturizer and a nourishing face mask to go with this probiotic powder.",3.0,probiotic powder for enhancing skin texture and providing anti-aging benefits|hydrating moisturizer|nourishing face mask,-2.0204792
B0015AABEE,No7 Advanced Renewal Anti-Ageing Glycolic Peel Kit,"Take your skin back in time and reveal an instantly younger-looking, radiant you as our Gentle Glyco...",Skin Care | Face | Sets & Kits,27.1,17022.0,A3IBZF9Y9AJ6RJ,B0017MTBUA|B001G7PNU8|B001JQLNMS|B0029OAL86|B002YHZ7BE|B003A6KL3C,I’m searching for a skincare kit that’s ideal for anti-aging and firming routines.,1,"The user shows a preference for products that offer firming and wrinkle-reducing benefits, as well as those that are part of a beauty regimen involving serums and night care treatments.",I’m searching for a set of products that’s ideal for anti-aging and firming routines.,-1.0,,-5.4187627
B001RV283S,Trish McEvoy Powder Brush #5,Shaped with a full rounded domed top for expert application of pressed or loose powder. The softness...,Tools & Accessories | Makeup Brushes & Tools | Brushes & Applicators,79.0,311876.0,A3APPKALUGB2GT,B00062ADJA|B0006IJ73M|B000980PGM|B000X474M0|B000VWP3GS|B000PKUZ5U,I’m after a makeup brush that ensures even coverage and enhances makeup artistry for a flawless look.,0,"The user shows a particular interest in products related to facial care, such as setting powders and exfoliants, indicating a focus on maintaining a polished and healthy complexion.",I’m after a makeup brush that ensures even coverage and enhances makeup artistry for a flawless look.,1.0,makeup brush that ensures even coverage and enhances makeup artistry for a flawless look,-8.424406
B0018OSG1M,Earth Therapeutics Manicure/Pedicure Deluxe,"Mani-Pedi Deluxe, the total set of basic pedicure and manicure implements needed to put the finishin...",Tools & Accessories | Sets & Kits | Nail Tools,12.57,130980.0,AAOYEQ9WM93BZ,B003AYCH90|B004JSLKKI|B00A9YGW3G|B00BCPT6TI,I'm looking for a Manicure/Pedicure Tools & Accessories Set with Nail Tools that complements my skincare and tanning routine for a bronzed look.,-1,The user has a strong preference for products that enhance tanning and provide anti-aging benefits.,I'm looking for a Manicure/Pedicure Tools & Accessories Set with Nail Tools that complements my skincare and tanning routine for a bronzed look.,-1.0,,-9.574623
B005EII0QO,"L'Oreal Paris Colour Riche Nail, Pink Me Up, 0.39 Ounces","This item is purer, more refined nail pigment. It gives higher clarity and fade resistant too.",Nails | Makeup | Nail Polish,0.02,78212.0,A3R3XVZ69WWWAG,B005EII7SU|B008WF3EIA|B0085WHBHU|B003TQPRGY,"Can you help me pick a nail polish, 0.39 ounces, suitable for an adult female interested in personal grooming and beauty products?",-1,"The user shows a preference for specific nail polish colors and fog-free shower mirrors, indicating an interest in both aesthetic and practical grooming solutions.","Can you help me pick a nail polish, 0.39 ounces, suitable for an adult female interested in personal grooming and beauty products?",1.0,"nail polish, 0.39 ounces, suitable for an adult female interested in personal grooming and beauty products",-6.2782283
B000C21CRG,Ulysse By Vicky Tiel For Men. Eau De Toilette Spray 3.3 Ounces,"Introduced in 1998. Fragrance notes: sweet amber with lower notes of musk and vanilla, full-bodied a...",Eau de Toilette | Fragrance | Men's,12.05,32801.0,A2GJPL79XX3CWI,B002L6NZHG|B004BCXECE|B007THNPBS|B004I2VYCE,I’m searching for a fragrance that offers a refreshing aroma suitable for casual summer outings.,1,"The user shows a preference for lip products and enjoys products with specific scents or treatments, such as eucalyptus spearmint and argan oil.",I’m searching for a set of products that offers a refreshing aroma suitable for casual summer outings.,-1.0,,-6.797773
B0045KBBRC,Dermalogica Dermalogica Skin Prep Scrub--/2.5OZ,Natural Corn Cob Meal polishes away dulling skin cells for super soft fresh skin,Skin Care | Exfoliators & Scrubs | Face | Scrubs,29.03,176924.0,A339QWXMYBKE6I,B004DPBPQ6|B007004PZO|B006ZEV036|B006ZENPYS|B000PKYBXM|B000RU5AYE,Could you guide me to a face scrub that is best suited for improving skin texture with professional-grade exfoliation?,2,"The user shows a preference for products enhanced with natural extracts such as tea tree oil, green tea, papaya, and botanical extracts.","Could you guide me to a face scrub that is best suited for improving skin texture with professional-grade exfoliation? Additionally, recommend a hydrating moisturizer and a nourishing face mask to go with this face scrub.",3.0,face scrub|hydrating moisturizer|nourishing face mask,-2.9739141
B00EYUYVFC,Leonie Green Tea Konjac Sponge. Perfect for Dry Skin - 100% Natural Sponge for Gentle Exfoliation &amp; Skin's pH Balance. Eco and Vegan friendly skin care.,"Improve Your Skin's Health in Minutes a Day... Naturally!Made from Food-Level Konjac, the Leonie Kon...",Cleansers | Face | Skin Care,12.0,52787.0,A2LVNBA4VRRRCC,B004FKNYWW|B005JFN35K|B00C9Q0J9A|B000I7SD5Y,Can you recommend a facial cleanser that helps maintain the skin's pH balance for someone with dry skin?,0,"The user shows a preference for products that focus on facial care and enhancement, such as masks and lifting treatments.",Can you recommend a facial cleanser that helps maintain the skin's pH balance for someone with dry skin?,1.0,facial cleanser that helps maintain the skin's pH balance for someone with dry skin,-1.1142598
B001O0476I,Estee Lauder Blockbuster Holiday Makeup Gift Set Kit Eyeshadows Blush Bronzer Lipstick (Boxed),Estee Lauder Blockbuster Holiday Makeup Gift Set Kit Eyeshadows Blush Bronzer Lipstick,Makeup Brushes & Tools | Tools & Accessories | Sets & Kits,,762995.0,A1WM6GUREDBHJ3,B000R071GE|B000ZMKPPS|B000OJRR6W|B000QSRZKY,Do you have a makeup set that enhances self-esteem for special occasions?,3,"The user has a unique preference for luxury and designer items, as indicated by their interest in products like the Bejeweled Rooster Estee Lauder Judith Leiber Solid Perfume Compact.",Do you have a makeup set that boosts self-esteem for special occasions? I'm not sure about the specific using scene or required functions.,-1.0,,7.04866
B005MEOJVK,"VOGUE PROFESSIONAL &reg; My MANICURIST &reg; Budget Priced Fast Electric Powerful Manicure Pedicure Professional Salon Nail Drill File for Gels, Acrylics, Natural Nails. Turbo Nail Filing system. Control box for easy speed adjustment. Bits fit Vogue Dremel Kupa. INCLUDES 5 Diamond Bits, 5 sanding bands, 1 pc Mandrel . Model 2014",VOGUE Professional  / My Manicurist  is a Budget priced drill for doing professional nails at home o...,Tools & Accessories | Nail Files & Buffers | Nail Tools,34.99,7291.0,A2H53T0PKZASO8,B005IVZ4XY|B002RU9U5M|B0019W219G|B000JLEZN8|B0016P5WI8|B0018O18QC|B001V79SEA|B002TXEC1O|B003DW7Z4Q|B0045M2SZY|B004OGB21M|B001J852CI|B004220C6E|B0042R4R1U|B001EYP65U|B002AZ5AO4|B002RTOQ84|B003FTU0M6|B0014WMNV2,Can you recommend a nail drill that enhances precision for intricate nail art designs?,2,"The user shows a preference for specific brands like Bare Escentuals and OPI, and enjoys products with unique scents such as juniper berry and pineapple coconut.","Can you recommend a nail drill that enhances precision for intricate nail art designs? Additionally, recommend the Konad Nail Art Double Ended Stamper and Scraper to help create those detailed designs.",2.0,nail drill that enhances precision for intricate nail art designs|Konad Nail Art Double Ended Stamper and Scraper,-10.196636
B004NMFOWK,KERASTASE NUTRITIVE BAIN NUTRI THERMIQUE INTENSIVE NUTRITION SHAMPOO FOR VERY DRY HAIR 8.5 OZ 250ML,IT IS IN THE KERASTASE NUTRITIVE LINE AND IS REPLACING SATIN 3 WHICH IS BEING PHASED OUT.,Shampoos | Hair Care,23.18,72413.0,A7GJI0EUD7J1L,B007F9GB4S|B00469V5QO|B000KQ9WMQ|B000LQS9F6,"I'm looking for a shampoo that provides intensive nutrition for very dry hair, preferably in an 8.5 oz (250 ml) size, as I'm an adult interested in natural or organic personal grooming products.",-1,"The user shows a preference for products containing goat's milk and olive oil, as well as those with lavender oil for added fragrance or benefits.","I'm looking for a shampoo that provides intensive nutrition for very dry hair, preferably in an 8.5 oz (250 ml) size, as I'm an adult interested in natural or organic personal grooming products.",1.0,"shampoo that provides intensive nutrition for very dry hair, preferably in an 8.5 oz (250 ml) size, as I'm an adult interested in natural or organic personal grooming products",-10.196871
B000ZMBSPE,"Aztec Secrets: Indian Healing Bentonite Clay, 2 lbs",Indian Healing Clay by Aztec Secret 2 lbs Clay How Aztec Secret Works Indian Healing Clay Clays have...,Cleansers | Face | Skin Care,10.31,142.0,A1LXKDXGMZ0Z94,B001T88N0G|B002HSWFWY|B003Y04OK0|B00CBYAP0S,What would you recommend for a face cleanser that helps maintain pH balance for sensitive skin?,0,"The user shows a unique preference for products that include ingredients like CoQ10, hyaluronic acid, collagen, elastin, peptides, and resveratrol, indicating a focus on anti-aging and skin rejuvenation.",What would you recommend for a face cleanser that helps maintain pH balance for sensitive skin?,1.0,face cleanser that helps maintain pH balance for sensitive skin,-4.237728
B000QC11RI,"Cover Girl Invisible Cream Concealer, Tawny 185 -1 Ea","Cover Girl Invisible Cream Concealer, Tawny 185 helps dark circles and imperfections seem to disappe...",Face | Makeup | Concealers & Neutralizers,8.79,112428.0,A36BJAEGMNF9SO,B000RO6ZDA|B00112BUBO|B001SZ1NUW|B002VECKGU|B009JN6756|B00CJ0V3QO,"I need a concealer, face makeup cream in Tawny 185 that is suitable for young to middle-aged women and easy to apply.",-1,"The user shows a preference for products that offer oil control and a variety of finishes, as well as limited edition items.","I need a concealer, face makeup cream in Tawny 185 that is suitable for young to middle-aged women and easy to apply.",2.0,concealer|face makeup cream in Tawny 185,-7.652932
B0009953JA,"Jerdon JP7507NB 8-Inch Two-Sided Swivel Wall Mount Mirror with 7x Magnification, 13.5-Inch Extension, Nickel Beaded Finish",The Jerdon JP7507NB 8-Inch Two-Sided Swivel Wall Mount Mirror is used in luxury hotels and spas beca...,Face | Skin Care,25.99,32712.0,AG81VJ6QZZS37,B00170E81O|B0018HH444|B001HKR6WM|B003I5ZMDY|B004KG2XDW|B005EZE62O|B006OO0CG8|B008U5XS2O|B00347BHBM,Could you recommend a mirror that helps with precise makeup application for someone focused on beauty treatments and skincare routines?,0,"The user shows a preference for stress-relief products, silk-based hair treatments, and mineral-infused skincare items.",Could you recommend a mirror that helps with precise makeup application for someone focused on beauty treatments and skincare routines?,1.0,mirror that helps with precise makeup application,-0.86729646
B0045HYPIM,"Scunci Effortless Beauty Thick Hair Mini Jaw Clips, 1 cm, 18-Count",With scunci effortless beauty hair accessories a woman should never have a bad hair day. scunci mini...,Styling Accessories | Clips | Styling Tools | Hair Care,3.95,4779.0,A6IBBZYFUF84C,B001FB5IDW|B003EGSGTO|B002RT715E|B004XWC856,"I’m searching for hair styling accessories, specifically mini jaw clips that are 1 cm and come in an 18-count, suitable for thick hair, as I am interested in personal grooming and home care products with a focus on hair care.",-1,"The user shows a preference for specific hair styling products and accessories, such as hair sprays and styling products, as well as practical home items like dish drying mats.","I’m searching for hair styling accessories, specifically mini jaw clips that are 1 cm and come in an 18-count, suitable for thick hair, as I am interested in personal grooming and home care products with a focus on hair care.",1.0,"mini jaw clips that are 1 cm and come in an 18-count, suitable for thick hair",-10.195667
B0009XAHV0,Ogilvie Hair Straightening Treatment for All Hair Types 1 application,Gives you straighter hair for months. Complete conditioning formula for shine and control. Get strai...,Home Permanent Kits | Hair Perms & Texturizers | Hair Care,,,APMLZQ30FJDXF,B001MXKG6M|B002RL8ITU|B004PZKWUO|B005IVZ1SC|B0018L6V6C,"Can you help me choose a Hair Straightening Treatment, Home Permanent Kit, 1 application, for someone interested in personal care and beauty products?",-1,"The user shows a particular interest in products related to skincare treatments and lip care, as well as a preference for items with unique or seasonal scents.","Can you help me choose a Hair Straightening Treatment, Home Permanent Kit, 1 application, for someone interested in personal care and beauty products?",1.0,"Hair Straightening Treatment, Home Permanent Kit, 1 application",-5.259374
B000AAAVJU,Sally Hansen Gel Cuticle Remover Fortified with Protein &amp; Conditioner 1 oz (Bl,1 oz Salon & Dermatologist tested.,Cuticle Removers | Hands & Nails | Cuticle Care | Skin Care,4.99,44293.0,A3R3Z8JHK525PZ,B002LMBLTY|B000XSF1X0|B0016AJR8Y|B001ADOUQG|B001KYVK7C,Can you suggest a cuticle remover that helps with maintaining nail aesthetics for someone who enjoys home manicures?,1,"The user has a preference for products containing natural ingredients like tea tree and eucalyptus, and enjoys experimenting with eye makeup, particularly eye shadows.",Can you suggest a set of products that helps with maintaining nail aesthetics for someone who enjoys home manicures?,-1.0,,-4.8989744
B00IT69F62,"ORGANIC Rosehip Oil - 100% Pure &amp; ECO Certified Organic - #1 Rosehip Oil - Great For Face, Dry Skin, Dermatitis, Brittle Nails, Psoriasis, Eczema, Dry Hair, Scars, Anti-Aging, &amp; More! - Larger 1 oz Bottle - 100% Guaranteed to Work Wonders for Your Body!","Restore Your Dry Flaky Skin Back To Its Youth...Reduce Wrinkles, Scars, Stretch Marks & So Much More...",Face | Skin Care | Creams & Moisturizers,15.99,475.0,A22604C1II3OGW,B00JC77VEK|B00FFANXMM|B00IH49VBU|B00IT1HKV4|B00GP2N66W|B00H1EHTAC|B00HNTBTOC|B00ANJQ8RC,Could you guide me to a rosehip oil that is best suited for anti-aging benefits?,0,"The user shows a strong preference for products containing Vitamin C, Hyaluronic Acid, and Argan Oil, indicating a focus on natural ingredients and proven anti-aging benefits.",Could you guide me to a rosehip oil that is best suited for anti-aging benefits?,1.0,rosehip oil,-2.8395262
B002J785H2,Remedy Foaming Body Cleanser with Olivamine - 9 ounce,"9 oz Remedy Foaming Body Cleanser Effectively Cleanses, Moisturizes and Nouristhes the Skin in One S...",Cleansers | Bath & Body | Body Washes,4.76,54384.0,A24IA58VCPKOOI,B00HVB09P2|B002VECIZ8|B003F8UT00|B000BTO6CI,"Can you recommend a body cleanser, 9 ounce, suitable for an adult female interested in personal care and beauty products?",-1,"The user shows a preference for specific beauty products such as lipstick and foundation, indicating an interest in makeup and skincare routines.","Can you recommend a body cleanser, 9 ounce, suitable for an adult female interested in personal care and beauty products?",1.0,"body cleanser, 9 ounce, suitable for an adult female interested in personal care and beauty products",-4.2968826
B002HEW8EI,"Designer Skin Roar, 10-Ounce Bottle",ROAR produces a bold and brilliant bronze color along with an exhilarating sizzle sensation. Revolut...,Sun | Skin Care | Self-Tanners & Bronzers,49.99,54281.0,A2BX1R5VP0ZDPT,B001GS6PU4|B001PUQ3NC|B003T18TE6|B005SHV86K|B009IAGVP6|B000C1W70S|B000VON3BS|B001T8MADW,I'm interested in a self-tanner that provides a natural glow while being safe for sensitive skin.,0,"The user shows a preference for products that enhance eye appearance, such as mascaras, and has a notable interest in hair styling and maintenance products.",I'm interested in a self-tanner that provides a natural glow while being safe for sensitive skin.,1.0,self-tanner that provides a natural glow while being safe for sensitive skin,-2.7677574
B00FB2WUUU,Young Nails Left Hand Safety Bit,This fine carbide safety bit is designed with a smooth bald top to prevent nail techs from cutting t...,Nail Tools | False Nails | Tools & Accessories,37.5,330694.0,A2GFFBBJ5MFAPX,B005BF1M10|B008VU6ZN2|B00BPV3MH6|B00BPN5TD4|B00GQCUF92,"Do you have any suggestions for nail tools and false nails, specifically the Young Nails Left Hand Safety Bit, suitable for someone interested in nail art and related accessories?",-1,"The user has a strong preference for diverse and creative nail art supplies, including rhinestones, glitter, and 3D molds, indicating an interest in DIY nail design and customization.","Do you have any suggestions for nail tools and false nails, specifically the Young Nails Left Hand Safety Bit, suitable for someone interested in nail art and related accessories?",2.0,nail tools and false nails|Young Nails Left Hand Safety Bit,-10.196722
B00IDWP4IA,"Vitamin C Serum For Face 20% &#9733;Weekend SALE&#9733; Organic Serum + Hyaluronic Acid, Ferulic Acid &amp; Vitamin E | Best Anti-Aging Anti-Wrinkle Facial Skin Care Serum | Helps Diminish Appearance of Sun Damaged Skin, Sun Spots, Age Spots, Skin Discoloration, Fine Lines &amp; Wrinkles! | INSTANATURAL backs this product with a WORKS OR YOUR MONEY BACK Guarantee! &#9733; We'll refund your money if you're not satisfied! Try Risk FREE and Get The Beautiful, Radiant and Youthful Skin You Have Always Desired!",Instantly Experience The Miracle of InstaNatural Vitamin C Serum - A Comprehensive Solution That Can...,Oils & Serums | Face | Skin Care,15.87,509.0,AVOHZ5EZGGIDZ,B0090UJFYI|B000AJ0PZQ|B00BD3RGHI|B001FB5H60|B001FB5I8C,"Do you have any suggestions for a Vitamin C Serum for Face with 20% concentration, Hyaluronic Acid, Ferulic Acid, and Vitamin E, suitable for an adult interested in anti-aging and hydration skincare?",-1,"The user shows a preference for products that are organic and paraben-free, indicating a possible interest in natural or clean beauty products.","Do you have any suggestions for a Vitamin C Serum for Face with 20% concentration, Hyaluronic Acid, Ferulic Acid, and Vitamin E, suitable for an adult interested in anti-aging and hydration skincare?",1.0,"Vitamin C Serum for Face with 20% concentration, Hyaluronic Acid, Ferulic Acid, and Vitamin E",-8.799692
B0006SFXXK,John Masters Organics - Detangler Citrus &amp; Neroli - 8 oz.,John Masters Organics Citrus and Neroli Detangler - 8 oz.John Masters Organics Citrus and Neroli Det...,Conditioners | Hair Care,12.48,6013.0,A2J44ZDVF8WGI7,B001D3O18U|B001KYVY5K|B000JVCBFC|B006U2FZHK|B00G6KER70|B00ADBQADW|B000978WTK|B002VUAHQY,"I’d like to buy a natural and nourishing conditioner, 8 oz, suitable for adults interested in skincare and personal grooming.",-1,"The user shows a unique preference for products containing tea tree oil and keratin, as well as a liking for fuchsia-colored makeup accessories.","I’d like to buy a natural and nourishing conditioner, 8 oz, suitable for adults interested in skincare and personal grooming.",1.0,"natural and nourishing conditioner, 8 oz, suitable for adults interested in skincare and personal grooming",-6.207839
B0012K1R3G,CND Scrubfresh&amp; - 8oz,CNDScrubfresh&#174; is a one-step nail prep that improves adhesion and de-contaminates the nail plat...,Nails | Top & Base Coats | Makeup,12.55,5844.0,A356QUNR3OLCRM,B003ULT3H2|B00421X2GW|B004YF828O|B0056UV670|B005MG86TY|B0034KULWU,Can you recommend a nail care product that enhances the durability of my manicure while being safe for use around my young child?,0,"The user shows a preference for specialized nail care products, such as UV lamps and gel nail polish, indicating an interest in professional or salon-quality nail treatments.",Can you recommend a nail care product that enhances the durability of my manicure while being safe for use around my young child?,1.0,nail care product that enhances the durability of my manicure while being safe for use around my young child,-4.9607134
B00ID8H1WG,"Revlon Rose Gold Straightener, White, 1 Inch",Revlon pro collection presents our rose gold hair appliance line. Rose gold is a combination of gold...,Flattening Irons | Styling Tools | Hair Care | Irons,24.51,153963.0,A2LXC5ZHHP0WXP,B00HNKRWX8|B00FF5B31U|B009ZRFJFA|B00EA4MHN0|B000FA9U1K|B007UQRP9G|B003JTF3VK|B00BB9WBC4|B008U2Y9BQ|B00A0J084Y|B00AE07CRA|B00A0IWTEW|B00AE07BMQ|B00AE07CPM|B006RFZ9IK|B009GEUOZ2|B000R46I1O|B009GEUPXI|B0072XT8BA|B007A592HU|B004Y9L50C|B000SDXCS6|B0073P01RC|B003JA3KQE|B002AMUIBM|B000FBNV1Y,I’m looking for a hair straightener that’s compact for travel and provides heat protection for frequent use.,1,"The user shows a preference for products that offer hydration and anti-aging benefits, as well as those that provide sun protection. There is also an interest in products that offer convenience, such as travel-sized items and cleansing wipes.",I’m looking for a set of products that’s compact for travel and provides heat protection for frequent use.,-1.0,,-9.998875
