id,title,category,price,rating,user_id,remaining_interaction_string,query,classification,preferences,new_query,target_count,targets,primary_target_id
006125701X,item_006125701X,,0.0,4.0,A1E8CYZ5HN0IFC,0060530413|0007190042|0061688975|0061986488|0060759836,"I enjoy reading books like book_0060838582, book_0062314254, book_006112429X, book_0061099325, book_0143057588, book_0060976241. Can you recommend similar books I might enjoy?",1,"The user likes: book_0060838582, book_0062314254, book_006112429X, book_0061099325, book_0143057588","I enjoy reading books like book_0060838582, book_0062314254, book_006112429X, book_0061099325, book_0143057588, book_0060976241. Can you recommend similar books I might enjoy?",1,006125701X|0140020535|0062009389|0307341569|0307341542|014312546X|014241977X,006125701X
0307452360,item_0307452360,,0.0,4.0,A1EEVWIHHOU0QG,0060763264|0099450259|0307456625|0060393491|0143142356,"I enjoy reading books like book_0060509422, book_0061357901, book_0143037749, book_0307237699, book_0307265781, book_0007228023. Can you recommend similar books I might enjoy?",1,"The user likes: book_0060509422, book_0061357901, book_0143037749, book_0307237699, book_0307265781","I enjoy reading books like book_0060509422, book_0061357901, book_0143037749, book_0307237699, book_0307265781, book_0007228023. Can you recommend similar books I might enjoy?",1,0307452360|0307272265|0307381463|000721278X|0062218832,0307452360
0061583251,item_0061583251,,0.0,4.0,A1EEW7AS30AK5Q,0307464997|0061930059|0007386648|0143058258|0061827258,"I enjoy reading books like book_0002007770, book_0143038419, book_006092988X, book_0060652934, book_0307387178, book_0007107927. Can you recommend similar books I might enjoy?",1,"The user likes: book_0002007770, book_0143038419, book_006092988X, book_0060652934, book_0307387178","I enjoy reading books like book_0002007770, book_0143038419, book_006092988X, book_0060652934, book_0307387178, book_0007107927. Can you recommend similar books I might enjoy?",1,0061583251|0156027496|0062273345|006199264X|0061122416|0061950726,0061583251
0060838728,item_0060838728,,0.0,4.0,A1EJPF2NSCMCAY,0060175400|0307272400|0143037749|0099429799|030727828X,"I enjoy reading books like book_0099914700, book_0060194995, book_0140012486, book_0099453924, book_0060735023, book_0141802766. Can you recommend similar books I might enjoy?",1,"The user likes: book_0099914700, book_0060194995, book_0140012486, book_0099453924, book_0060735023","I enjoy reading books like book_0099914700, book_0060194995, book_0140012486, book_0099453924, book_0060735023, book_0141802766. Can you recommend similar books I might enjoy?",1,0060838728|0060540753|0156006219|0061692034|0007441290,0060838728
0062200577,item_0062200577,,0.0,4.0,A1EKF9JFF1XWSV,0151014329|0261103288|0240810287|0141326085|0061147958,"I enjoy reading books like book_0307265439, book_0099464462, book_0099450259, book_0307388670, book_0061092177, book_0060098902. Can you recommend similar books I might enjoy?",1,"The user likes: book_0307265439, book_0099464462, book_0099450259, book_0307388670, book_0061092177","I enjoy reading books like book_0307265439, book_0099464462, book_0099450259, book_0307388670, book_0061092177, book_0060098902. Can you recommend similar books I might enjoy?",1,0062200577|0062074024|0007327064|0199639574|0062248634|0060779632,0062200577
0140444394,item_0140444394,,0.0,4.0,A1EKTLUL24HDG8,0156027607|0300104669|0060776099|0246123672|0142437085,"I enjoy reading books like book_014118776X, book_0060891564, book_0099303744, book_0099282917, book_014143998X, book_0060541814. Can you recommend similar books I might enjoy?",1,"The user likes: book_014118776X, book_0060891564, book_0099303744, book_0099282917, book_014143998X","I enjoy reading books like book_014118776X, book_0060891564, book_0099303744, book_0099282917, book_014143998X, book_0060541814. Can you recommend similar books I might enjoy?",1,0140444394|0192833928|0140390448|0300098588|0140449140|014018371X|0140431225|0140437614|0140434941|0030554624|0140390103|014039012X|0143112872|0140020535|0141321008|0060911131,0140444394
0062114867,item_0062114867,,0.0,4.0,A1EQ5D5JRSW23K,0137009275|0061176044|0230617506|013149418X|0140390219,"I enjoy reading books like book_0061015733, book_0307275639, book_0020519109, book_014014773X, book_0151008116, book_0143059165. Can you recommend similar books I might enjoy?",1,"The user likes: book_0061015733, book_0307275639, book_0020519109, book_014014773X, book_0151008116","I enjoy reading books like book_0061015733, book_0307275639, book_0020519109, book_014014773X, book_0151008116, book_0143059165. Can you recommend similar books I might enjoy?",1,0062114867|0306821664|0199737509|0307460134|0061915416|0062273205|0199315736,0062114867
0061242993,item_0061242993,,0.0,4.0,A1ER5AYS3FQ9O3,0307388328|006039417X|0061243582|0061340634|007148499X,"I enjoy reading books like book_0226469360, book_0007111347, book_0060014156, book_0007167040, book_0140501746, book_0140296166. Can you recommend similar books I might enjoy?",1,"The user likes: book_0226469360, book_0007111347, book_0060014156, book_0007167040, book_0140501746","I enjoy reading books like book_0226469360, book_0007111347, book_0060014156, book_0007167040, book_0140501746, book_0140296166. Can you recommend similar books I might enjoy?",1,0061242993|0099505967|0062257390|0062236679|0061941026|0307266427|0062196243|0062223704|0307269876|0061710245|0062305840,0061242993
006230755X,item_006230755X,,0.0,4.0,A1EXS156IQG7OA,0230619932|0061567965|0060765364|0307407950|006196963X,"I enjoy reading books like book_0060393408, book_0060761288, book_030728364X, book_0060839139, book_000719739X, book_0307336492. Can you recommend similar books I might enjoy?",1,"The user likes: book_0060393408, book_0060761288, book_030728364X, book_0060839139, book_000719739X","I enjoy reading books like book_0060393408, book_0060761288, book_030728364X, book_0060839139, book_000719739X, book_0307336492. Can you recommend similar books I might enjoy?",1,006230755X|0199316899|0307377210|0062194100,006230755X
0140548963,item_0140548963,,0.0,4.0,A1F1XYMX769KWE,0143114964|009951169X|0060955325|0307263185|006206777X,"I enjoy reading books like book_0061433047, book_0143120611, book_0143118498, book_0060853972, book_0062067753, book_0061020397. Can you recommend similar books I might enjoy?",1,"The user likes: book_0061433047, book_0143120611, book_0143118498, book_0060853972, book_0062067753","I enjoy reading books like book_0061433047, book_0143120611, book_0143118498, book_0060853972, book_0062067753, book_0061020397. Can you recommend similar books I might enjoy?",1,0140548963|0007291183|0143118587|0062104926,0140548963
0099481685,item_0099481685,,0.0,4.0,A1F38YS15PWMRQ,0062073605|0061003778|0007120699|0007217110|0062073575,"I enjoy reading books like book_0060528095, book_0099297701, book_000616174X, book_0061020702, book_0006476155, book_0007136838. Can you recommend similar books I might enjoy?",1,"The user likes: book_0060528095, book_0099297701, book_000616174X, book_0061020702, book_0006476155","I enjoy reading books like book_0060528095, book_0099297701, book_000616174X, book_0061020702, book_0006476155, book_0007136838. Can you recommend similar books I might enjoy?",1,0099481685|0142003190|0099481243|0140167773|006019877X|0099457156|006074068X,0099481685
0307273512,item_0307273512,,0.0,4.0,A1F3DFRPGVEUI8,006173456X|0060889578|0140186794|030740711X|0307346382,"I enjoy reading books like book_0142001430, book_0061128856, book_0143036661, book_0307381366, book_0061234001, book_0140430032. Can you recommend similar books I might enjoy?",1,"The user likes: book_0142001430, book_0061128856, book_0143036661, book_0307381366, book_0061234001","I enjoy reading books like book_0142001430, book_0061128856, book_0143036661, book_0307381366, book_0061234001, book_0140430032. Can you recommend similar books I might enjoy?",1,0307273512|0061990639|0091936810|0062088149|0141040343|0307408841|0061128899|0062120395|0143125389|0061458570|0143038389|030727179X|0143036424|0062083392|0143119532|0307341569,0307273512
0141186860,item_0141186860,,0.0,4.0,A1F8GH7CR68P59,0007157169|0007183518|0192837974|0140189785|0140390464,"I enjoy reading books like book_0140296476, book_0060652934, book_0142001104, book_0070457336, book_0140183884, book_0141439750. Can you recommend similar books I might enjoy?",1,"The user likes: book_0140296476, book_0060652934, book_0142001104, book_0070457336, book_0140183884","I enjoy reading books like book_0140296476, book_0060652934, book_0142001104, book_0070457336, book_0140183884, book_0141439750. Can you recommend similar books I might enjoy?",1,0141186860|0143113879|0140180923|0143038958|0143114433,0141186860
0307378411,item_0307378411,,0.0,4.0,A1FCBJNIFF4PPU,0140188282|0142003018|0192834622|0140282033|0142429104,"I enjoy reading books like book_0141039280, book_0002007770, book_0307269833, book_0060194995, book_030723827X, book_0061009059. Can you recommend similar books I might enjoy?",1,"The user likes: book_0141039280, book_0002007770, book_0307269833, book_0060194995, book_030723827X","I enjoy reading books like book_0141039280, book_0002007770, book_0307269833, book_0060194995, book_030723827X, book_0061009059. Can you recommend similar books I might enjoy?",1,0307378411|0062270486|0026009102|0091937426|0307408841,0307378411
0230109527,item_0230109527,,0.0,4.0,A1FDV3WPOHREY9,0061763144|0123746396|0240810147|0240811240|0195181239,"I enjoy reading books like book_0141182806, book_0226104036, book_0140062866, book_0143037684, book_0143036041, book_0141802472. Can you recommend similar books I might enjoy?",1,"The user likes: book_0141182806, book_0226104036, book_0140062866, book_0143037684, book_0143036041","I enjoy reading books like book_0141182806, book_0226104036, book_0140062866, book_0143037684, book_0143036041, book_0141802472. Can you recommend similar books I might enjoy?",1,0230109527|030738246X|0132963035|019932610X|0307378195|0240812581,0230109527
0061662453,item_0061662453,,0.0,4.0,A1FQPOYRBTTK1,0060652934|0060277270|0060765313|0061233501|0060931175,"I enjoy reading books like book_0060800216, book_0143142941, book_0141034262, book_0060670991, book_0141027592, book_0143038419. Can you recommend similar books I might enjoy?",1,"The user likes: book_0060800216, book_0143142941, book_0141034262, book_0060670991, book_0141027592","I enjoy reading books like book_0060800216, book_0143142941, book_0141034262, book_0060670991, book_0141027592, book_0143038419. Can you recommend similar books I might enjoy?",1,0061662453|0062517392|0099478897|0143114956|0307338185|0060506083,0061662453
0062072188,item_0062072188,,0.0,4.0,A1FT7QFKNHL9DT,014280018X|0061137642|0156904365|0060652969|0060764902,"I enjoy reading books like book_0007157150, book_0060277270, book_014038572X, book_0091883768, book_0060652926, book_0060599804. Can you recommend similar books I might enjoy?",1,"The user likes: book_0007157150, book_0060277270, book_014038572X, book_0091883768, book_0060652926","I enjoy reading books like book_0007157150, book_0060277270, book_014038572X, book_0091883768, book_0060652926, book_0060599804. Can you recommend similar books I might enjoy?",1,0062072188|0143142372|0062206745|0061706493|0307457192|0061827010,0062072188
0062237845,item_0062237845,,0.0,4.0,A1FW37K0DKH5M9,0099285568|0240817591|0307360318|0061965502|0198326769,"I enjoy reading books like book_0060987103, book_0060393491, book_0141191430, book_014028334X, book_0152047328, book_006194100X. Can you recommend similar books I might enjoy?",1,"The user likes: book_0060987103, book_0060393491, book_0141191430, book_014028334X, book_0152047328","I enjoy reading books like book_0060987103, book_0060393491, book_0141191430, book_014028334X, book_0152047328, book_006194100X. Can you recommend similar books I might enjoy?",1,0062237845|006212109X|0062198793|0307461513|0307271080,0062237845
030726811X,item_030726811X,,0.0,4.0,A1FWFCJU2G7TRA,0061663417|0060560029|0307346943|014241557X|0060393203,"I enjoy reading books like book_0142003727, book_0006514006, book_0099461269, book_0061132381, book_0142000205, book_0061143316. Can you recommend similar books I might enjoy?",1,"The user likes: book_0142003727, book_0006514006, book_0099461269, book_0061132381, book_0142000205","I enjoy reading books like book_0142003727, book_0006514006, book_0099461269, book_0061132381, book_0142000205, book_0061143316. Can you recommend similar books I might enjoy?",1,030726811X|0062077880|0061941026|0061962155,030726811X
0307464997,item_0307464997,,0.0,4.0,A1FY4NUEN1MEFD,0307264211|0061133973|015101423X|0007245823|0061230936,"I enjoy reading books like book_0099448785, book_0140386335, book_0060937742, book_0307395987, book_0307461831, book_014241591X. Can you recommend similar books I might enjoy?",1,"The user likes: book_0099448785, book_0140386335, book_0060937742, book_0307395987, book_0307461831","I enjoy reading books like book_0099448785, book_0140386335, book_0060937742, book_0307395987, book_0307461831, book_014241591X. Can you recommend similar books I might enjoy?",1,0307464997|0062237896|0307265749|0062107313|0060779632,0307464997
0230117570,item_0230117570,,0.0,4.0,A1G0DH7UQ4ILS6,0060573775|0307264785|0140390464|0143142801|0307265757,"I enjoy reading books like book_0062314254, book_0099464462, book_0307387178, book_0307475255, book_0143037749, book_0002007770. Can you recommend similar books I might enjoy?",1,"The user likes: book_0062314254, book_0099464462, book_0307387178, book_0307475255, book_0143037749","I enjoy reading books like book_0062314254, book_0099464462, book_0307387178, book_0307475255, book_0143037749, book_0002007770. Can you recommend similar books I might enjoy?",1,0230117570|0060282983|0140012486|0061474185|0062073508|0199964270|0141014083|0029146739|0151008116,0230117570
0060935502,item_0060935502,,0.0,4.0,A1G37DFO8MQW0M,0140440046|0140187650|0140189416|0307270688|0306812983,"I enjoy reading books like book_0025236601, book_006039322X, book_0300043961, book_0195037944, book_0195170342, book_0143034758. Can you recommend similar books I might enjoy?",1,"The user likes: book_0025236601, book_006039322X, book_0300043961, book_0195037944, book_0195170342","I enjoy reading books like book_0025236601, book_006039322X, book_0300043961, book_0195037944, book_0195170342, book_0143034758. Can you recommend similar books I might enjoy?",1,0060935502|0060930349|0143117998|0307472248|0140443150|0143105523|0140187464|0060531126|006212532X|0141186690|0307475158|0140051996|030727165X|0143124072|0091949300|030011575X|0307266516|0224079948|0061967556|0140430571|0140177361|0060915331|0230623182|0062231707|0061999091|006114665X|0199976279|0143124927|0062242717|0307477401|006206584X|0241950449|0300137540|0307576531|014044503X|0060532181|014118938X|0199316899|0061896454|030738246X|0061915416|0140167773|014143984X,0060935502
006019877X,item_006019877X,,0.0,4.0,A1G56KHOUOFWDW,0156372088|0099445549|0006530702|0060516054|0140266534,"I enjoy reading books like book_0060630043, book_0099524252, book_0060195746, book_0142500402, book_0141439807, book_0007172826. Can you recommend similar books I might enjoy?",1,"The user likes: book_0060630043, book_0099524252, book_0060195746, book_0142500402, book_0141439807","I enjoy reading books like book_0060630043, book_0099524252, book_0060195746, book_0142500402, book_0141439807, book_0007172826. Can you recommend similar books I might enjoy?",1,006019877X|0143035304|0143034480|0060525231|0060591781,006019877X
0062235656,item_0062235656,,0.0,4.0,A1G8W195TFF9T0,0061996181|006197806X|0007442920|0062103733|0142426040,"I enjoy reading books like book_0062024027, book_0062011995, book_0061797022, book_0142420980, book_0061869724, book_0142420840. Can you recommend similar books I might enjoy?",1,"The user likes: book_0062024027, book_0062011995, book_0061797022, book_0142420980, book_0061869724","I enjoy reading books like book_0062024027, book_0062011995, book_0061797022, book_0142420980, book_0061869724, book_0142420840. Can you recommend similar books I might enjoy?",1,0062235656|0062048686|0062304828|0062118811|006221635X|0062279874|0062117386,0062235656
0307266516,item_0307266516,,0.0,4.0,A1G9FX1KV45N41,0007147295|0091796628|0099523558|0143038990|0143112368,"I enjoy reading books like book_0140012486, book_0099552817, book_014118776X, book_0060139129, book_0007124015, book_0062008110. Can you recommend similar books I might enjoy?",1,"The user likes: book_0140012486, book_0099552817, book_014118776X, book_0060139129, book_0007124015","I enjoy reading books like book_0140012486, book_0099552817, book_014118776X, book_0060139129, book_0007124015, book_0062008110. Can you recommend similar books I might enjoy?",1,0307266516|0143115146|0007229690|0061578916|0007172826|0140434240|0307275167|014043464X|0300097662,0307266516
0307389251,item_0307389251,,0.0,4.0,A1G9UEWALDT9JI,0060761350|0142437913|0002007770|0140250948|006117100X,"I enjoy reading books like book_014004020X, book_0140177396, book_0060557559, book_0151008116, book_0060526556, book_0060542462. Can you recommend similar books I might enjoy?",1,"The user likes: book_014004020X, book_0140177396, book_0060557559, book_0151008116, book_0060526556","I enjoy reading books like book_014004020X, book_0140177396, book_0060557559, book_0151008116, book_0060526556, book_0060542462. Can you recommend similar books I might enjoy?",1,0307389251|0307408841|0140185003|030726999X|0156768070|0062065246,0307389251
0062183591,item_0062183591,,0.0,4.0,A1GARI2JT6EAWA,0061808393|0060577304|0061092886|0061097861|0061015725,"I enjoy reading books like book_0060976918, book_0060542462, book_0140285539, book_0060899689, book_006100345X, book_0060739681. Can you recommend similar books I might enjoy?",1,"The user likes: book_0060976918, book_0060542462, book_0140285539, book_0060899689, book_006100345X","I enjoy reading books like book_0060976918, book_0060542462, book_0140285539, book_0060899689, book_006100345X, book_0060739681. Can you recommend similar books I might enjoy?",1,0062183591|0142427861|0142428094|006165597X|0140390030|0062069888|0007271166|0061655961|030733936X|0062064835|0062133438|0142428922|0062079603,0062183591
0226141799,item_0226141799,,0.0,4.0,A1GCZ07XRJX858,0307276651|0143117564|0007149824|0060878134|0060925000,"I enjoy reading books like book_0140430210, book_0140449191, book_0226677141, book_0099448785, book_009952712X, book_0060732806. Can you recommend similar books I might enjoy?",1,"The user likes: book_0140430210, book_0140449191, book_0226677141, book_0099448785, book_009952712X","I enjoy reading books like book_0140430210, book_0140449191, book_0226677141, book_0099448785, book_009952712X, book_0060732806. Can you recommend similar books I might enjoy?",1,0226141799|006206441X|0062115286|0062195379|015101325X|0199737509|0091954053|0062195409,0226141799
0062265970,item_0062265970,,0.0,4.0,A1GFNUEF9RKSSJ,0061996181|0062071130|0142420905|0142421871|0142423904,"I enjoy reading books like book_0061726826, book_0062011995, book_014242899X, book_0062024027, book_0142420891, book_0061985864. Can you recommend similar books I might enjoy?",1,"The user likes: book_0061726826, book_0062011995, book_014242899X, book_0062024027, book_0142420891","I enjoy reading books like book_0061726826, book_0062011995, book_014242899X, book_0062024027, book_0142420891, book_0061985864. Can you recommend similar books I might enjoy?",1,0062265970|0062238426|0062217100|006212241X|0062280678|0062059963|0062059998|0062105485|006222560X,0062265970
014241543X,item_014241543X,,0.0,4.0,A1GIW9VUC7V2WE,0061728918|0060755865|0061624772|0192719580|0060837667,"I enjoy reading books like book_0140298479, book_006085880X, book_014028009X, book_0060987103, book_0143035363, book_0060294655. Can you recommend similar books I might enjoy?",1,"The user likes: book_0140298479, book_006085880X, book_014028009X, book_0060987103, book_0143035363","I enjoy reading books like book_0140298479, book_006085880X, book_014028009X, book_0060987103, book_0143035363, book_0060294655. Can you recommend similar books I might enjoy?",1,014241543X|0142420891|0007442920|0152057277|014242207X|0061960942|0142427543|0007444117,014241543X
0307278867,item_0307278867,,0.0,4.0,A1GLT8WEEWZTN1,0007198876|0060590130|0099450259|006019491X|0099740915,"I enjoy reading books like book_0061015725, book_0060936460, book_0143035363, book_014028009X, book_0140298479, book_006054578X. Can you recommend similar books I might enjoy?",1,"The user likes: book_0061015725, book_0060936460, book_0143035363, book_014028009X, book_0140298479","I enjoy reading books like book_0061015725, book_0060936460, book_0143035363, book_014028009X, book_0140298479, book_006054578X. Can you recommend similar books I might enjoy?",1,0307278867|030728364X|0099462370|0143112155,0307278867
0061784796,item_0061784796,,0.0,4.0,A1GPGBHBI6T2HJ,0060735023|030728364X|0143142216|0060521600|0143142437,"I enjoy reading books like book_0099244721, book_0060739681, book_0006476155, book_0002550938, book_0006479758, book_0099282917. Can you recommend similar books I might enjoy?",1,"The user likes: book_0099244721, book_0060739681, book_0006476155, book_0002550938, book_0006479758","I enjoy reading books like book_0099244721, book_0060739681, book_0006476155, book_0002550938, book_0006479758, book_0099282917. Can you recommend similar books I might enjoy?",1,0061784796|006199104X|0062217070|0143125427|0307408973|0061991066|0062311077|0062135252,0061784796
0143113526,item_0143113526,,0.0,4.0,A1GQAKL9CGQLP1,0307277690|0061990639|0143121162|0307273601|0143124986,"I enjoy reading books like book_0151013918, book_0061992704, book_0060559144, book_0143117998, book_0061043575, book_0300098588. Can you recommend similar books I might enjoy?",1,"The user likes: book_0151013918, book_0061992704, book_0060559144, book_0143117998, book_0061043575","I enjoy reading books like book_0151013918, book_0061992704, book_0060559144, book_0143117998, book_0061043575, book_0300098588. Can you recommend similar books I might enjoy?",1,0143113526|0140433880|0060196092|0007519532|0061896454|0140183000|0048230782|0143036122|0062073656|0141439629|006000942X|0141040343,0143113526
006087290X,item_006087290X,,0.0,4.0,A1GSTCPM8NRZRV,0307275132|0060392452|0060509546|0099453924|0060566760,"I enjoy reading books like book_0060584750, book_0060175400, book_009928264X, book_0060008776, book_0099481685, book_0060008725. Can you recommend similar books I might enjoy?",1,"The user likes: book_0060584750, book_0060175400, book_009928264X, book_0060008776, book_0099481685","I enjoy reading books like book_0060584750, book_0060175400, book_009928264X, book_0060008776, book_0099481685, book_0060008725. Can you recommend similar books I might enjoy?",1,006087290X|0060872918|0061374229|0060530928,006087290X
0307473716,item_0307473716,,0.0,4.0,A1GUWFBWRXTJG0,014303541X|0061020699|0307277887|0307275566|0061438596,"I enjoy reading books like book_0142004030, book_0099450259, book_0099464462, book_006039384X, book_0142004774, book_0091779251. Can you recommend similar books I might enjoy?",1,"The user likes: book_0142004030, book_0099450259, book_0099464462, book_006039384X, book_0142004774","I enjoy reading books like book_0142004030, book_0099450259, book_0099464462, book_006039384X, book_0142004774, book_0091779251. Can you recommend similar books I might enjoy?",1,0307473716|0060758279|0060758759|0099513021,0307473716
0062129902,item_0062129902,,0.0,4.0,A1GYEGLX3P2Y7P,006123883X|0062001817|0062060023|0062060619|0061662577,"I enjoy reading books like book_0307245306, book_0307450589, book_0137057385, book_0240811844, book_0061456772, book_0307461475. Can you recommend similar books I might enjoy?",1,"The user likes: book_0307245306, book_0307450589, book_0137057385, book_0240811844, book_0061456772","I enjoy reading books like book_0307245306, book_0307450589, book_0137057385, book_0240811844, book_0061456772, book_0307461475. Can you recommend similar books I might enjoy?",1,0062129902|0062064657|0307452069|0062071246,0062129902
0061458570,item_0061458570,,0.0,4.0,A1GZKHEQWTS4Z5,0143034758|0307463729|0060393491|0060722304|0307276902,"I enjoy reading books like book_0140272011, book_0195088476, book_0060974060, book_0061473081, book_0307475255, book_0195038347. Can you recommend similar books I might enjoy?",1,"The user likes: book_0140272011, book_0195088476, book_0060974060, book_0061473081, book_0307475255","I enjoy reading books like book_0140272011, book_0195088476, book_0060974060, book_0061473081, book_0307475255, book_0195038347. Can you recommend similar books I might enjoy?",1,0061458570|0143035762|0061941026|0061857653|0062313169,0061458570
0061735051,item_0061735051,,0.0,4.0,A1H4OOUVRTZYNS,0062024027|0142421367|0061701246|0307346609|0062048503,"I enjoy reading books like book_0198326769, book_0061656070, book_0061656089, book_015206396X, book_0060575913, book_0061479934. Can you recommend similar books I might enjoy?",1,"The user likes: book_0198326769, book_0061656070, book_0061656089, book_015206396X, book_0060575913","I enjoy reading books like book_0198326769, book_0061656070, book_0061656089, book_015206396X, book_0060575913, book_0061479934. Can you recommend similar books I might enjoy?",1,0061735051|0141040343|0062184687|0062217135|0062085573,0061735051
0060754338,item_0060754338,,0.0,4.0,A1H72DULSEGDX7,0061146315|0064472825|0061146331|0060294655|0064472833,"I enjoy reading books like book_0152019065, book_0152046917, book_0152046925, book_0152045651, book_0064472671, book_0064472655. Can you recommend similar books I might enjoy?",1,"The user likes: book_0152019065, book_0152046917, book_0152046925, book_0152045651, book_0064472671","I enjoy reading books like book_0152019065, book_0152046917, book_0152046925, book_0152045651, book_0064472671, book_0064472655. Can you recommend similar books I might enjoy?",1,0060754338|0060751649|0060725117|0060725141|0060725125,0060754338
0060882387,item_0060882387,,0.0,4.0,A1H7Y5XKPGT0OS,0143116770|0060531088|0137019963|0199753784|0307453022,"I enjoy reading books like book_0142003611, book_0132383837, book_0137142900, book_015101485X, book_0061209198, book_0060922583. Can you recommend similar books I might enjoy?",1,"The user likes: book_0142003611, book_0132383837, book_0137142900, book_015101485X, book_0061209198","I enjoy reading books like book_0142003611, book_0132383837, book_0137142900, book_015101485X, book_0061209198, book_0060922583. Can you recommend similar books I might enjoy?",1,0060882387|0307461513|0143123114|0062289861,0060882387
0007254008,item_0007254008,,0.0,4.0,A1H88L8X6HM1BQ,0062015702|0061706515|006135158X|0061990612|0061995568,"I enjoy reading books like book_0025853503, book_0060828412, book_0307388522, book_0143115790, book_0061742120, book_0061122297. Can you recommend similar books I might enjoy?",1,"The user likes: book_0025853503, book_0060828412, book_0307388522, book_0143115790, book_0061742120","I enjoy reading books like book_0025853503, book_0060828412, book_0307388522, book_0143115790, book_0061742120, book_0061122297. Can you recommend similar books I might enjoy?",1,0007254008|0061655988|0062083392|0062064851|006227371X,0007254008
0307409082,item_0307409082,,0.0,4.0,A1HA6KZZNDCME9,0061245089|0061136158|0061143367|0061252786|0060849916,"I enjoy reading books like book_0062020153, book_0060987103, book_0140060286, book_0307351009, book_006085409X, book_0060565446. Can you recommend similar books I might enjoy?",1,"The user likes: book_0062020153, book_0060987103, book_0140060286, book_0307351009, book_006085409X","I enjoy reading books like book_0062020153, book_0060987103, book_0140060286, book_0307351009, book_006085409X, book_0060565446. Can you recommend similar books I might enjoy?",1,0307409082|0061147958|0061231401|0061558222|0061969559|024081469X|0061957895,0307409082
0062135317,item_0062135317,,0.0,4.0,A1HBC0NBQJHT7X,0307245306|0060530928|0099555352|0307459659|0143145347,"I enjoy reading books like book_0099485311, book_0007171684, book_0060545607, book_0141040343, book_0062008110, book_0307238512. Can you recommend similar books I might enjoy?",1,"The user likes: book_0099485311, book_0007171684, book_0060545607, book_0141040343, book_0062008110","I enjoy reading books like book_0099485311, book_0007171684, book_0060545607, book_0141040343, book_0062008110, book_0307238512. Can you recommend similar books I might enjoy?",1,0062135317|015206396X|0062105450|0007447868|0062198505|0062207296|0062224735|0062247751,0062135317
0062015664,item_0062015664,,0.0,4.0,A1HDBLZ5ODW9UR,0061791784|0307408841|0061726192|0143120646|0307477401,"I enjoy reading books like book_0061143367, book_0061252417, book_0061134007, book_0307270777, book_0307387232, book_0061726168. Can you recommend similar books I might enjoy?",1,"The user likes: book_0061143367, book_0061252417, book_0061134007, book_0307270777, book_0307387232","I enjoy reading books like book_0061143367, book_0061252417, book_0061134007, book_0307270777, book_0307387232, book_0061726168. Can you recommend similar books I might enjoy?",1,0062015664|0307272672|0061990612|0061999164|0061373559,0062015664
0060080841,item_0060080841,,0.0,4.0,A1HFBVC2S6VEY9,0060562498|0062068628|0062068601|0060562536|0141039280,"I enjoy reading books like book_0142001805, book_0062314254, book_0060931736, book_0060890096, book_0143170090, book_0143121073. Can you recommend similar books I might enjoy?",1,"The user likes: book_0142001805, book_0062314254, book_0060931736, book_0060890096, book_0143170090","I enjoy reading books like book_0142001805, book_0062314254, book_0060931736, book_0060890096, book_0143170090, book_0143121073. Can you recommend similar books I might enjoy?",1,0060080841|0062068652|0099740915|0099464462|0143143646,0060080841
0061996165,item_0061996165,,0.0,4.0,A1HM4GGGNKZ37B,0060819685|0142004332|014132855X|0060874163|0061493430,"I enjoy reading books like book_0099503093, book_0060793481, book_0060793589, book_0307452360, book_0140255125, book_0060090383. Can you recommend similar books I might enjoy?",1,"The user likes: book_0099503093, book_0060793481, book_0060793589, book_0307452360, book_0140255125","I enjoy reading books like book_0099503093, book_0060793481, book_0060793589, book_0307452360, book_0140255125, book_0060090383. Can you recommend similar books I might enjoy?",1,0061996165|0062002325|0062048651|0062293605,0061996165
0307275000,item_0307275000,,0.0,4.0,A1HO9J4DCQDGP9,0060542217|0099450259|0099244721|0060930934|0060760958,"I enjoy reading books like book_014143984X, book_0061020680, book_0007124015, book_0140281630, book_0140512004, book_0141301155. Can you recommend similar books I might enjoy?",1,"The user likes: book_014143984X, book_0061020680, book_0007124015, book_0140281630, book_0140512004","I enjoy reading books like book_014143984X, book_0061020680, book_0007124015, book_0140281630, book_0140512004, book_0141301155. Can you recommend similar books I might enjoy?",1,0307275000|0143037145|0143036742|0307474844,0307275000
0061965502,item_0061965502,,0.0,4.0,A1HRYC60VTMYC0,013714234X|006112978X|0061708704|0151001634|0061491349,"I enjoy reading books like book_0060764864, book_0142001740, book_0060809752, book_0061122416, book_0141009055, book_0060518499. Can you recommend similar books I might enjoy?",1,"The user likes: book_0060764864, book_0142001740, book_0060809752, book_0061122416, book_0141009055","I enjoy reading books like book_0060764864, book_0142001740, book_0060809752, book_0061122416, book_0141009055, book_0060518499. Can you recommend similar books I might enjoy?",1,0061965502|006200980X|0230341845|0062259512|0062282662,0061965502
0195314638,item_0195314638,,0.0,4.0,A1HS3BUBNZJJD6,0061146315|0060575913|0142001805|0060887184|0060755342,"I enjoy reading books like book_0007171684, book_0140374396, book_0061689246, book_0006499317, book_0140167773, book_0060936231. Can you recommend similar books I might enjoy?",1,"The user likes: book_0007171684, book_0140374396, book_0061689246, book_0006499317, book_0140167773","I enjoy reading books like book_0007171684, book_0140374396, book_0061689246, book_0006499317, book_0140167773, book_0060936231. Can you recommend similar books I might enjoy?",1,0195314638|0151014027|0195331079|0061913014|0061689165|0061536091,0195314638
