id,title,category,price,rating,user_id,remaining_interaction_string,query,classification,preferences,new_query,target_count,targets
B00006JO4Q,Justified,Pop | Teen Pop,8.0,4.6,AGRSRIB4NSJPM2UYUCZZDAWYAGMA,B0000669JG|B00006916I|B00006359N|B000066HQC|B00004T99Z,Could you recommend a tune that would be perfect for a lively teen gathering?,1,"The user has a unique preference for Garage Punk and Hardcore & Punk music, indicating a taste for more niche and intense music styles within the alternative genre.",Could you recommend a tune that would be perfect for a lively teen gathering? Please recommend me some different styles of music.,-1.0,
B000002G0O,99.9 F°,Contemporary Folk | Folk,8.0,4.7,AHVRYTAEPWNJMWJQIYWZPNQVPVIA,B000000OTT|B000000OQW|B000000WZI|B000002TNT,I'm after a music album that works best for a reflective evening in nature.,2,"The user has a unique preference for Jangle Pop and Indie & Lo-Fi music styles, indicating a taste for niche and eclectic sounds within the indie music scene.","I'm after a music album that works best for a reflective evening, and I’d also love something that fits well for personal introspection. Any recommendations?",2.0,a reflective evening|personal introspection
B0141GTKNG,Storyteller,Country | Today's Country,7.9,4.8,AE2MBYENXY5K4NS6G6MWTXNHJFAA,B014TDOJQ4|B00ZQ7WOMY|B0015A01Z8|B00MW5FBKU|B00W8G7IGI,Could you recommend a tune for a lively evening at a honky-tonk bar?,1,"The user shows a unique preference for vocal pop and Bollywood soundtracks, indicating an appreciation for both contemporary and classic music styles.",Could you recommend a tune for a lively evening at a honky-tonk? Please recommend me some different styles of music.,-1.0,
B000021YQV,Toxicity,Today's Deals in Music | Hard Rock | CDs $7 - $10 | Hard Rock & Metal,7.27,4.8,AFAFRPYUB6FUGIERFIQKRALCOJSA,B0009I7NNA|B000BM6AVA|B001BGTWXI|B000V6BE6C|B00049QKHO|B002IC1RR8,What's the best Hard Rock & Metal CD available in Today's Deals for $7-$10? I'm really into metal and alternative metal music.,-1,The user shows a unique preference for explicit lyrics in their music choices.,"Best Hard Rock & Metal CD in Today's Deals for $7-$10, metal and alternative metal music.",2.0,Hard Rock & Metal CD|metal and alternative metal music
B07FN5T6QB,At Last... Songs For Elena,Jazz,17.73,5.0,AF5TXRRQLGFM7NV3CX2IJ7BFX6XA,B0002DSQ10|B00009QG9Z|B0009DBXX6|B004P1JMYA|B0000041R9|1573306983|B000EGDN3G|B0000A9GL2|B000002WAI|6305323550|B00016XNRA,Do you have any suggestions for a jazz album that would be good for exploring emotional depth during a live concert experience?,0,"The user has a unique preference for live concert recordings and performances by iconic international artists, especially those with a focus on vocal excellence and classical influences.",Do you have any suggestions for a jazz album that would be good for exploring emotional depth during a live concert?,1.0,exploring emotional depth during a live concert
B0041CGOZS,Bon Jovi Greatest Hits,Arena Rock | Classic Rock,10.97,4.8,AH5UF46UPC257Y6RPR2JWMCZPM7Q,B00005M989|B0000C6FI7|B00E6894FY|B013K7ZWJS|B00MBVLCLW|B000003JD5|B00B6QXN56,"Can you recommend a music album that features arena rock and classic rock anthems, similar to Bon Jovi's Greatest Hits, for an adult with a strong interest in blues and pop?",-1,"The user has a unique preference for live music performances and acoustic settings, as indicated by their interest in live albums and acoustic shows.","Can you recommend a music album that features arena rock and classic rock anthems, similar to Bon Jovi's Greatest Hits, with elements of blues and pop?",4.0,arena rock|classic rock anthems|elements of blues|elements of pop
B07YTD2VSY,Romeo and Juliet Soundtrack,Soundtracks,28.32,4.8,AFRY32AFAOWOQAODDCXAKRN2WBMQ,B000AMPZGC|B000003YKZ|B000006YSO|B004OEIPPA|B0009JRPAU,"Could you tell me which soundtrack for the film ""Romeo and Juliet"" would best enhance my cinematic experience and emotional storytelling, given my strong interest in music and soundtracks related to musicals and traditional vocal pop?",-1,"The user has a unique preference for music associated with Broadway, musicals, and traditional vocal pop, with a notable interest in holiday-themed music.","Which soundtrack for the film ""Romeo and Juliet"" best enhances cinematic experience and emotional storytelling, related to musicals and traditional vocal pop?",2.0,musicals|traditional vocal pop
B00000I5MZ,Pure,Adult Contemporary | Pop,64.97,4.7,AGDHQL32Y6VIY6BTE74LQIFWM6XA,B000089Q6N|B0007DHP30|B000244NK2|B00004TH83,"Can you help me pick an Adult Contemporary Pop album with a pure sound, ideally featuring international artists from Europe or Latin regions?",-1,"The user has a unique preference for music from Continental Europe and France, with a specific interest in artists like Lara Fabian.",Adult Contemporary Pop album with a pure sound featuring international artists from Europe or Latin regions.,3.0,Adult Contemporary Pop album|pure sound|international artists from Europe or Latin regions
B00JKJ0YOE,Alive,Jazz,10.98,4.7,AE2U7IAINV7XQUWTUORBPUNUTSAA,B075LQYKYS|B07Q218QY8|B01N38BWAY|B071NFMJVG|B07234YSHJ|B074PW7PSR|B002H3ETXW|B07N3P59VD|B084DH5B8N|B0864GWXLJ|B07TPYX1PP|B0002L4E54|B07PGQWRLY|B0727QQY8Y|B016W63ZAM|B0754GWCKL|B0000799IJ|B0002HUXYO|B004VQGGL6,Do you know any good jazz compositions with lively rhythms and dynamic improvisation for an adult with a diverse taste in music?,-1,"The user has a unique preference for live performances and international music influences, as indicated by their interest in albums like 'Live In Montreal' and 'Cafe Tokyo / Various'.",Do you know any good jazz compositions with lively rhythms and dynamic improvisation?,2.0,lively rhythms|dynamic improvisation
B000002UYD,The Voice of the Sparrow: The Very Best of Edith Piaf,France | Continental Europe | International Music | Europe,7.28,4.7,AGJQFNX4XIFEUDOW6ZZ6IL2I2T6Q,B00YHH4I32|B000003CTQ|B00000J7TH|B0024NL9BU|B000V6Z0XA,"Could you help me find a collection of Edith Piaf's best hits? I'm an adult interested in soothing European music, especially from France.",-1,"The user shows a unique preference for soothing guitar music combined with white noise, as well as a strong interest in classical piano sonatas and religious-themed music.","Collection of Edith Piaf's best hits, soothing European music from France.",2.0,Collection of Edith Piaf's best hits|soothing European music from France
B00Z8CEGIC,The Three Tenors 25th Anniversary,Classical,24.98,4.8,AGIU4KXK3PNXTEUUPZURD7YAWVHA,B004P1JMYA|B013L5Z1KE|B00SI7OCWO|B00SLYV808|B017DZP9Q4|B07N24XPLP,"I'm after a music album that works best for a peaceful evening of relaxation, ideally with a European flair.",0,"The user has a strong preference for music from Italy and is interested in live performances and collections of music, as indicated by their interest in albums like 'Live a Pompei' and 'The Platinum Collection.'",I'm after a music album that works best for a peaceful evening of relaxation with a European flair.,2.0,peaceful evening of relaxation|European flair
B000002G2R,Fields of Gold: The Best of Sting 1984-1994,Album-Oriented Rock (AOR) | Classic Rock,14.69,4.7,AFOELGFBPQS4GXCWANIQLEOUMQ7Q,B000001E58|B007N22B0K|B001U9BRNE|B000002OXN|B000UOOT1W|B000PUB2B6|B00940KYE4,"I'm interested in a classic rock compilation album featuring Sting's best works from 1984 to 1994, as I'm an adult with a strong interest in soothing and nostalgic music.",-1,"The user shows a unique preference for music that is associated with relaxation and reflection, such as New Age and Meditation genres.",Classic rock compilation album featuring Sting's best works from 1984 to 1994.,1.0,Classic rock compilation album featuring Sting's best works from 1984 to 1994
B014T4JOY0,Christmas Time,Pop,17.22,4.8,AHM2KGZMLINHQ2BXPP7AE52C4PAA,B00V8NVESU|B00PMSIT2Q|B0097RF3W2|B00M0RKTTS|B00JGWKS7I|B00DYP48FQ|B00CS9NKQW|B00CGUSPMC|B00BHWG50O|B00B9UENJ4|B0063TX518|B0000D9PST|B004IY6ABW|B000165DV4|B000003FYM|B002WQP3O8|B000009TK6|B000000PBJ,I'm interested in a festive tune that can help me create a cheerful atmosphere for a holiday dance party.,0,"The user shows a unique preference for music that combines traditional and contemporary elements, as seen in their interest in albums like 'Gypsy Runaway Train' and 'The Texas Tenors Country Roots - Classical Sound.' They also have a notable interest in family-oriented and inspirational music themes.",I'm interested in a festive tune that can help me create a cheerful atmosphere for a holiday dance party.,1.0,festive tune
B07W6CDT75,Activate Infinity,Jazz,11.71,4.7,AFDOYZSGELJRQQGMDMQXOQ5JUYXQ,B07991ZZVM|B01HT4WBX8|B008OHV5C8|B00RUT3902|B00E1SJDJG|B001Q2EIXG|B001KPAQXA|B0060ANTV6,Help me find a jazz album that showcases deep emotional expression for a quiet evening of introspection.,0,"The user shows a distinct preference for music that blends elements of jazz with indie and alternative rock, indicating a taste for innovative and genre-crossing music.",Help me find a jazz album that showcases deep emotional expression for a quiet evening.,2.0,jazz album|quiet evening
B00THEH4UY,"How Big, How Blue, How Beautiful",Adult Alternative | Pop,10.97,4.8,AFH3DA3XR4QRHMDIY7AQRGLJUFPA,B017I1G28C|B00KCUY7CU|B01LTHXMWK|B00FFT1BJ0|B005BY90GK|B00MOG5E2W|B000089RV6,Could you suggest a tune that helps me express my emotions after a long day?,2,"The user has a unique preference for dance pop and CD rarities, indicating a taste for energetic music and possibly a collector's interest in unique or special edition music items.",Could you suggest a tune that helps me express my emotions? I’m particularly interested in music that can also aid in personal reflection and creative inspiration.,3.0,express my emotions|personal reflection|creative inspiration
B00004TTIM,Liszt: A Faust Symphony; Dante Symphony; Les Préludes; Prometheus,"Tone Poems | Theatrical, Incidental & Program Music | Classical | Forms & Genres",19.07,4.5,AGLU5LXDYVDZWMB3YE46LHBPMOLQ,B0000044XQ|B0000044XE|B0000041UF|B00005ND43,I'm searching for classical tone poems and program music by Liszt with theatrical elements. Can you recommend something that aligns with my interest in classical operas?,-1,"The user has a unique preference for operettas and specific forms and genres within classical music, such as sonatas.",I'm searching for classical tone poems and program music by Liszt with theatrical elements. Can you recommend something that aligns with classical operas?,2.0,classical tone poems and program music by Liszt with theatrical elements|classical operas
B07H65NDTZ,As The Kingdom Drowns,Hard Rock | Rock,13.14,4.7,AERCH2G4NZ5D5XKRO2U4VUWI5IRQ,B07FSRBMJ7|B01N5CZQCM|B01MRWO2R6|B00LXLQ0V8,What's a good hard rock or rock album with intense guitar riffs and dynamic rhythms for an adult with a strong interest in unique and avant-garde music styles?,-1,"The user shows a distinct preference for music that blends elements of metal and pop, indicating a taste for genre fusion.","Hard rock or rock album with intense guitar riffs, dynamic rhythms, and unique avant-garde music styles.",3.0,hard rock album|rock album with intense guitar riffs|album with unique avant-garde music styles
B0009GX2J6,"Grateful Dead - Truckin' Up to Buffalo: July 4, 1989 [DVD]",Vocal Pop | Pop,42.99,4.8,AE6AMTM2VXQTFPUW6MKLKAZYFTJQ,B001EAWM60|B0002Y13VO|6305610460|B000NOKBTI|B000068QLY|B000AA4H1S|B000VSDND2|B000GIXECM,I'm searching for a live concert recording with catchy melodies to enjoy during a dance party.,2,The user shows a unique preference for 'Outlaw Country' and enjoys music that features collaborations with multiple artists.,"I'm searching for a live concert recording with catchy melodies to enjoy during a dance party, and I’d also love something that has mainstream appeal for social gatherings. Can you recommend some options?",2.0,live concert recording with catchy melodies to enjoy during a dance party|something that has mainstream appeal for social gatherings
B00000E47J,"Britten: Serenade for Tenor, Horn & Strings Op. 31 / Seven Sonnets of Michelangelo Op. 22 / Winter Words Op. 52",Classical,18.78,4.8,AG5H7Z35SS4K3SG6JEVEWT4GMV4Q,B00000IO61|B001BLR7IK|B0773SZBJ4|B00LCKYZQW|B0011UY6HG|B000026CIG|B0000AYL0U|B00LWLZV96|B00R3UHREM|B0007ACVIC|B002OR1826,I'm after a classical piece that works best for a quiet evening of reflection.,0,"The user shows a unique preference for sonatinas and specific forms and genres within classical music, such as piano sonatas and rare recordings.",I'm after a classical piece that works best for a quiet evening.,1.0,quiet evening
B000VDDCLK,Here Come The 123s,Disney | Children's Music,9.12,4.6,AGECIOO22KMXSYCOHL5JTMPTXKRA,B0006PRPB6|B0000032ZI|B0000032RB|B0000032RD|B000PC6FPM|B000002GW7|B000MX7SR8|B000F0UV1S|B00006LA4I|B0000033F2|B00005QGAT|B00026WVE0|B00008H2JU|B00001OH7O|B00024WYKI|B00004WH8A|B000002LK1|B0002BPIYU|B00005NNM7|B000002JWY|B0000047ZH|B0009Y8HQ6|B0001D8OYK|B0009F8K30|B0007M6NXO|B0006806G4|B000002H70|B000006N4M|B000002UCR|B000001E9I|B000001E7L|B0007TKH1Q|B00009MGQU|B000000XB9|B000002JUC|B000002LGU|B00005MLU0|B0000001PW|B00000284F|B000002743|B000002GM7|B000002B4G|B000008EFU|B0000026TH|B000005DE3|B00004C4L5|B0001ENX54|B000002IQI|B00005N6PG|B000002TM7|B00000272V|B0000004V6|B0000E6XJH|B0002IQH8E|B0001P2IWW|B0002DRDXM|B000002MT4|B0001DMWFW|B00070Q8JU|B00005228H|B000002PHN|B000002OIE|B0009A3ZIK|B000001EEA|B0000639WB|B00000J7J2|B0002VYQ84|B0002OOUY6|B0001ZMCWS|B000005KX0|B00008FO0Q|B000005KYA|B00008FRU8|B0007GIM66|B0009WE1KE|B0000021RP|B00005OAH3|B000002NDY|B000002WMN|B0001HKBKQ|B00005V0WK|B00062ID38|B000007QCM|B00004Y6ND|B00004SVIM|B000008E4F|B0000026BA|B0000C05MO|B00008O30J|B00002067S|B00005U8H5|B0001NBMTE|B000068FWG|B00008IAMD|B000062X9B|B000062X9G|B00004U2GH|B00005O6D4|B00005AVR1|B00006J9OZ|B0000636Y6|B000028U0Y|B00005TPB7|B0000CD5FR|B000002879|B00000IAZR|B000002IT2|B000002ASM|B00005Y1XY|B000007Q5Y|B000002P5U|B000002KXO|B000002JX4|B00006J6VG|B000002USZ|B000002UEM|B000024PQU|B0000029FN|B00005MCW5|B000003CKH|B0000004Y2|B000002AU1|B000002ACP|B00000348Y|B000002GVW|B0001JXQ7O|B00000K29L|B000008O4G|B000000ORZ|B000000OQW|B000002H2N|B00005A09M|B000008USW|B000001A6L|B00004XSVL|B0000560GU|B0000028P1|B000003TBP|B000003TB2|B000003RN0|B000002TZ2|B000002UZ1|B0006399FS|B000002UB6|B000007MVD|B000001EGE|B000002UB3|B000002UAX|B000002UDB|B000002UAU|B000002UAR|B0002IQF7M|B000002UAL|B000002UAO|B000002UAF|B0000033UW|B00000348T|B00004R95Y|B000002UR4|B000008DAI|B000000CWK|B00004U66Q|B00004TJXS|B00005ABWY|B00005ABX0|B00005ASHM|B00005A1N2|B000002TLO|B0000DIJS0|B00004WZOH|B000001P2T|B000008CZM|B00002MZ4W|B000002ATZ|B0002X590Q|B000002BE9|B000002IXU|B0000CBHQ1|B00000HXED|B00006CXXU|B000000ORO|B00005QY5Y|B000003TW6|B000002GKN|B0001NBGZ4|B000005NMP|B000001EGA|B000001EGC|B000001DZO|B0000024VT|B0000009OQ|B000001EG2|B0001BFDJG|B000001DQI|B000008TUJ|B0000004R0|B000001EG4|B00000DPJL|B0002W4UVG|B00005QGB5|B00004TM1F,Where can I find a Disney children's music album with educational and entertaining songs for kids?,-1,"The user has a unique preference for Christian & Gospel music, as well as a keen interest in music deals and collections, particularly those priced between $7 and $10.",Disney children's music album with educational and entertaining songs.,2.0,Disney children's music album|educational and entertaining songs
B008K9SG9K,Night Visions,Indie & Lo-Fi | Indie & Alternative | Indie Rock,11.89,4.6,AFFMPDFNHVYSKP4KMDBFOWXOHMVA,B007DIQC90|B005QI4TP8|B007VDWGJW|B0081X8AE6,Do you know any music that would work well for a reflective late-night drive?,3,"The user has a unique preference for Indie & Lo-Fi and Adult Alternative music, indicating a taste for less mainstream, more eclectic sounds.",Do you know any music that would be great for a drive? I'm not sure about the specific listening scene.,-1.0,
B0B2TT5QR1,Omens,Hard Rock | Rock,19.79,4.8,AHZ37JW7DXXSLTMSIZAZFIAZR6SA,B092X32CG6|B09NWFV7DP|B00WVQQMTE|B00004UEHD|B074G41BXT|B01DZEFS2C|B07S4GJ47F|B005E7AOLY|B08M8RJBY2|B000000OU2|B08KQSX6RB|B076CVWQXM|B096C39QHT|B07VV5PYV4,I need something like a playlist that’s good for an intense workout to boost my energy.,2,"The user shows a preference for unique and visually distinctive vinyl records, such as those with splatter or swirl designs.","I need something like a playlist that’s good for an intense workout, and also works for boosting energy and releasing stress.",3.0,intense workout|boosting energy|releasing stress
B000002TOC,Music for the Native Americans,Singer-Songwriters | Pop,9.5,4.7,AEPFVUDKL4FFQMM4F4A7N3UU67DQ,B000UPWO5E|B00004R8PY|B000000PPV|B000009PRE,Can you help me pick a song for an intimate evening reflecting on cultural themes?,1,"The user has a unique preference for music that highlights Native American culture and themes, as well as music associated with holiday celebrations.",Can you help me pick a song for an intimate evening reflecting on cultural themes? Please recommend me some different styles of music.,-1.0,
B000005J4F,Floyd Collins 1996 Original Off-Broadway Cast,Musicals | Broadway & Vocalists,16.95,4.5,AGPXDKKWKNE6VQFGM5MUH7HKH6BQ,B007GNMIM2|B000FJA9YI|B000PC1QKQ|B00096S2H8|B00021LPII,I’d like a musical piece that’s great for exploring deep emotional narratives through character-driven songs.,3,The user has a unique preference for retro swing and swing jazz styles within their musical interests.,I’d like a musical piece that’s great for exploring emotional narratives. I'm not sure about the specific listening scene.,-1.0,
B000IFQLSW,10 Days Out: Blues from the Backroads,Contemporary Blues | Blues,7.21,4.8,AHCR35VSPTMUBDVTAN7TPFRD57CA,B01523NG7I|B00JXL0J7Q|B01IO4AKWG|B000002KM4|B015U8BCC6|B00XO2A3R6|B00Z97XJBQ|B00IRAX5G6|B003VEL99S|B0060ANY16|B00687MZ02|B00IJB39EQ|B001CDF05E|B0042YZ7GM,Can you recommend me a music for a cozy evening reflecting on life's stories?,2,The user has a unique preference for live concert recordings and albums with a historical or retrospective theme.,Can you recommend me music for a cozy evening? I’m also looking for something that works for personal reflection and emotional expression.,2.0,cozy evening|personal reflection and emotional expression
B01N702SBL,Are You Listening?,Folk,9.99,3.9,AF2H32IEBPZUWG24BBCHGF637MIQ,B00005A8G6|B00030F71Y|B00E4TY19O|B00701QT70|B00004XQP0|B00GRHVIGU,"I'm searching for a folk music album that emphasizes attentive listening and engagement, ideally blending traditional and contemporary styles for a nuanced and sophisticated experience.",-1,"The user shows a unique preference for Adult Alternative and Classic R&B, indicating a taste for music that combines modern and classic elements.",Folk music album blending traditional and contemporary styles for a nuanced and sophisticated experience.,1.0,Folk music album blending traditional and contemporary styles for a nuanced and sophisticated experience
B000BVB50C,Ricky Nelson: Greatest Hits,Rockabilly | Rock | Oldies & Retro,11.42,4.8,AGS5C363FDZ6JK5XBH57HF5PHFYQ,B005CJ2VYM|B000005S5V|B0000013B0|B000067DAS,Can you recommend a music collection that will work for a vintage-themed car show?,3,"The user has a unique preference for contemporary blues and album-oriented rock, indicating a taste for both modern and classic musical styles.",Can you recommend a music collection for a car show? I'm not sure about the specific listening scene.,-1.0,
B00005YW4H,Come Away with Me,Singer-Songwriters | Pop,9.08,4.7,AG3CL6C4QFUFLJUARFTB7PF5CG2Q,B002BAODSC|B0000033T6|B00069FKFA|B00005REQR|B000008DXB|B00M1SK8TM|B000068QEM|B000001FUI|B000LE1A0E|B000B8I896|B00001QGTO|B0002WS3S2|B00CWHJT0Q|B0012GMXTW|B0002WS3RS|B0012GN45E|B001FWRYUQ|B00005V1B2|B000002KE0|B000003CMR|B000AL730O|B00452J5IW|B0060ANRM2|B000001FZK|B000H8RWCE|B0000084J7|B00775D77Y|B014JDO9NC|B000IY0G3Y|B0000047Q9|B00005GL2F|B00EKK5EKC|B01EWEG7DS|B006HC98E4|B00U39G62E|B004NHRGQW|B000AYEIOA,I'm looking for something that's a soothing tune for a reflective evening at home.,1,"The user has a unique preference for music that is experimental and eclectic, often exploring complex and innovative sounds. They show a particular interest in live performances and remastered editions, indicating a preference for high-quality audio experiences.",I'm looking for something that's a soothing tune for a reflective evening at home. Please recommend me some different styles of music.,-1.0,
B01BGDI2I6,Struggle Love       Explicit Lyrics,Pop,13.98,4.6,AGEBXIH62QZZXO3VJZRDVGFLWZ2A,B01BLZ58OK|B01BIZRGR0|B000001E13|B00CMYRVAO|B00QTVKAVI|B00K5P3B1K|B00AG6Z7SI,What would you recommend for a catchy tune to play at a dance party?,0,The user has a unique preference for music that blends elements of Pop and Dance Pop with traditional R&B and Soul sounds.,What would you recommend for a catchy tune to play at a party?,1.0,catchy tune to play at a party
B07ZW9PYFD,Jaco Pastorius Band: Tokyo 83,Jazz,16.99,4.6,AHFAPZAZX5CSUAO2CBW2UTPSSUZA,B000M04GYO|B01ETCY8L6|B00E3HBEX8|B004WJRJFO|B0000031QQ|B000026FIU|B0000047G3|B000P46QC2|B004SEXBAK|B000005HAI,Can you point me to a live Jazz performance by the Jaco Pastorius Band recorded in Tokyo in 1983 that I might like?,-1,"The user has a unique preference for Avant Garde & Free Jazz and Modern Postbebop styles, indicating a taste for complex and innovative musical expressions.",Live Jazz performance by the Jaco Pastorius Band recorded in Tokyo in 1983.,1.0,Live Jazz performance by the Jaco Pastorius Band recorded in Tokyo in 1983
B000FBH0IY,Burning Beard,Rock,153.99,3.0,AGUAU6NAA3Y4FLZ7SXNWHOQLKW5Q,B003C27X9O|B001B0BAW0|B000UO7XR4|B000RT3R7W|B000QEIL7O|B000QEILC4|B0000C3I5V|B000I5XD10|B000068CZY|B00062ZE4E,Do you know any music that would work well for a nostalgic evening reminiscing about past concerts?,0,"The user has a unique preference for music from Europe, particularly from Britain and Ireland.",Do you know any music that would work well for a nostalgic evening?,1.0,nostalgic evening
B000BKDO3Y,Chopin: 4 Ballades / Scherzos / Mazurkas,Mazurkas | Classical | Ballets & Dances,15.87,4.6,AER6AAURCMJTFJXVC2Y7IYLYAKMA,B0014QNH36|B005HYNCQ8|B004S8GXLK|B000PE0JIO|B005HYNCTA,"Can you recommend a high-quality recording of Chopin's Mazurkas, Ballades, Scherzos, Ballets & Dances by a renowned conductor for an adult classical music enthusiast?",-1,The user shows a distinct preference for works conducted by Sergiu Celibidache and has a particular interest in French and Russian classical music.,"Recommend a high-quality recording of Chopin's Mazurkas, Ballades, Scherzos, Ballets & Dances by a renowned conductor.",5.0,Chopin's Mazurkas|Chopin's Ballades|Chopin's Scherzos|Chopin's Ballets|Chopin's Dances
B007NKSSJA,Bear Creek,Pop | Singer-Songwriters,7.98,4.7,AEFLFGV3TW4LTAAZI6RZWKH4D3AA,B006UFHE76|B00H3TQTOM|B00BQH9W2I|B001BJ65QW|B071GRCX2G,"What are some options for pop singer-songwriter music that focus on personal storytelling and melodic compositions, especially those blending elements of pop, country, and folk?",-1,"The user has a unique preference for music that combines elements of Americana and Adult Alternative, suggesting a taste for nuanced and possibly introspective musical themes.","Pop singer-songwriter music focusing on personal storytelling and melodic compositions, blending elements of pop, country, and folk.",3.0,"personal storytelling|melodic compositions|blending elements of pop, country, and folk"
B000056CAA,Every Tone A Testimony,Blues | Regional Blues | Delta Blues,7.98,4.1,AHZ6POXGCNBRJBOSQOI5TMSZ7NJA,B000FJH57W|B00NGVNLJW|B00BAYIXD6|B00008BXIW|B007G283S6|B000IFQLSW,Can you help me pick a music track for a reflective evening of personal introspection?,2,"The user has a unique preference for bebop and contemporary blues music, as well as a potential interest in Disney-related content.",Can you help me pick a music track for a reflective evening? I’m also interested in something that works for personal introspection and emotional expression.,2.0,reflective evening|personal introspection and emotional expression
B015RD3L4Q,Evolution,Contemporary R&B | R&B,,4.9,AFZ7HY5YQW4SB4KVLNFJH43MZFWA,B00WUUJOK0|B00UK6JE3S|B000001DYQ|B000001QJP|B00029BPA8|B000BKJH6M|B005DEVH50|B00005LMN3|B000O783R6,Could you guide me to a music track that is best suited for a romantic evening with a soulful vibe?,1,"The user has a unique preference for music that blends elements of urban groove and soul, as indicated by their interest in albums like '360 Urban Groove' and 'Reinventment.'",Could you guide me to a music track that is best suited for a romantic evening? Please recommend me some different styles of music.,-1.0,
B0846LF1MG,Peter Criss - Ace Frehley - Gene Simmons - Paul Stanley - Kiss 4 Vinyl LP Album Bundling - 180 Gram,Vinyl Store,89.99,4.8,AHMG7FEPF6H75RAU3CWG2HFJ5APQ,B09VD1NL3L|B0B5SG5VYY|B09V835NFZ|B0B2WMXB6C|B0BDS12HYD|B00161MFHS,Can you recommend a compilation album that offers a nostalgic experience for a music enthusiast?,0,"The user has a unique preference for music collections that include themes from television shows, indicating an interest in music associated with visual media.",Can you recommend a compilation album that offers a nostalgic experience?,1.0,nostalgic experience
B00CZAYNOC,"The Wrong Side Of Heaven & The Righteous Side Of Hell, Vol. 1",Pop,14.98,4.8,AFICNEJPL7YRU2QV4YWIFIDD6XNA,B000002B86|B000Y1ZXU2|B00GR85ODM|B004EBT8VI,"Do you have any budget-friendly pop music recommendations that explore themes of heaven and hell, with a focus on moral dualities and emotional conflicts, suitable for an adult interested in alternative and progressive rock and metal?",-1,"The user has a unique interest in niche music categories such as 'Today's Deals in Music' and 'CDs $7 - $10', indicating a preference for affordable music options.","Budget-friendly pop music recommendations exploring themes of heaven and hell, focusing on moral dualities and emotional conflicts, suitable for an adult interested in alternative and progressive rock and metal.",3.0,budget-friendly pop music|themes of heaven and hell|moral dualities and emotional conflicts
B07QMB51XH,Yes 50 Live,Rock | Progressive Rock | Progressive,15.49,4.5,AF2SI6QB4KZNNSJJ7BIWP5NA2MHA,B07JJ5WH5W|B074F3FLL2|B07926TFTG|B0007UMMHW|B075XYP1HK,I'm searching for a live album by Yes that highlights their progressive rock style. Can you recommend one?,-1,The user shows a unique preference for live music recordings and possibly has an interest in music from Rhino Records.,I'm searching for a live album by Yes that highlights their progressive rock style.,1.0,live album by Yes that highlights their progressive rock style
B00CF36TWI,Better,Motown | R&B,12.88,4.6,AGG754UZPVUS6D2QFG6MA6QN6HAA,B009NPA4SG|B0058U7ZRI|B0050CQY1W|B004RIACKO|B004NCOQDS|B004K00NLW|B003TTZTQE|B0042X90LQ|B003T8FLMC|B002UK6DXG|B0042LLPTS|B0030BYWB4|B0047Z72IC|B003YOMN8G,Do you have any suggestions for music that would create a soulful atmosphere for a family gathering?,3,"The user shows a unique preference for music that blends elements of Pop with Rap and Hip-Hop, as well as Vocal Pop.",Do you have any suggestions for music that would create a soulful atmosphere for a gathering? I'm not sure about the specific listening scene.,-1.0,
B0000AVWXG,Introspection / Introspection 2,Europe | Continental Europe | International Music | Netherlands,15.44,4.5,AH4YTZ6N3MSV7235GN6ZZ4SZ5FZQ,B000002974|B001TK3GQU|B01MTC7LYP|B000024JVP|B000HIVJPU|B01HPRVCBQ|B0000000E4|B00000ICPD|B0000062Y5|B00000ADG3|B00KYL7WTM|B00000DSEY,What kind of international music from the Netherlands would you suggest for an adult interested in both folk and classical genres?,-1,"The user shows a unique preference for international music and budget-friendly music options, as seen in their interest in CDs priced between $7 and $10 and international music selections.",What kind of international music from the Netherlands would you suggest for an adult interested in folk and classical genres?,2.0,folk|classical
B011AOYNFC,Hunting High & Low 30th Anniversary Super Deluxe,Pop,,4.7,AELBUU3HLIDKXUK7WXWKBGTQRYEQ,B006MHZ60E|B004LZRRRE|B000QCQ72W|B000BI0QNC|B000B5XZRO|B000002H4S|B000002N37|B00003OT4U|B0006FX2PO|B00070EBO4|B000002HJF|B00008DCDQ|B000050XEI|B000006SA4|B000005S5N|B000063TE2|B00004SYWZ|B000063DMG,"Can you recommend the 30th Anniversary Super Deluxe edition of ""Hunting High & Low"" for an adult with a strong interest in European and Scandinavian music, particularly indie and alternative genres?",-1,"The user shows a unique preference for music related to international themes and campaigns, as well as a specific interest in Norwegian bands and artists.","Can you recommend the 30th Anniversary Super Deluxe edition of ""Hunting High & Low"" for an adult interested in European and Scandinavian music, particularly indie and alternative genres?",1.0,30th Anniversary Super Deluxe edition of 'Hunting High & Low'
B000PMLDOK,Seduction,Disco | Dance & Electronic,29.58,4.7,AGJKBPFUQVUQOQCTKOCGIZHZTZRQ,B08FTJCR73|B00000ICO7|B00000175W|B000002COZ|B000000PRB|B001MA2CNU|B001INZ78S|B002EP8UKG|B00005Q4OI|B0012PJZPS|B000WQ9UA8|B00009028V,Can you point me to a track that's best for a lively night out at a retro-themed event?,2,"The user has a unique preference for Dance Pop and Electronica music, indicating a taste for upbeat and electronic sounds.","Can you point me to a track that's best for a lively night out at a retro-themed event, and also works well for dance parties and social gatherings?",3.0,lively night out at a retro-themed event|dance parties|social gatherings
