id,title,category,price,rating,user_id,remaining_interaction_string,query,classification,preferences,new_query,target_count,targets,primary_target_id,hit_rate,mrr,ndcgs,fail,pattern_used,direct_hr10,direct_mrr,direct_ndcg
4800,Planet Hemp,brazilian rock hip-hop rap hardcore foda smoking music,0.0,4.0,1067,1083|875|714|4385|3456,"I enjoy listening to artists like And One, Echo & The Bunnymen, The Cramps, Forgotten Boys, Joy Division, Radiohead. I generally like synthpop 90s new wave want music. Can you recommend similar music artists I might enjoy?",1,"The user likes: And One, Echo & The Bunnymen, The Cramps, Forgotten Boys, Joy Division","I enjoy listening to artists like And One, Echo & The Bunnymen, The Cramps, Forgotten Boys, Joy Division, Radiohead. I generally like synthpop 90s new wave want music. Can you recommend similar music artists I might enjoy?",1,4800|1654|163|227|159|59,4800,0.6,1.0,0.8943854911728585,0,template_11,0,0.0,0.0
1645,Rancid,favorites punk ska rock punk rock ska punk awesome seen live alternative rock al,0.0,4.0,1068,405|1090|1186|3333|383,"I enjoy listening to artists like Limp Bizkit, Crass, P!nk, Less Than Jake, Panic! At the Disco, Pennywise. I generally like alternative nu punk british pop music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Limp Bizkit, Crass, P!nk, Less Than Jake, Panic! At the Disco","I enjoy listening to artists like Limp Bizkit, Crass, P!nk, Less Than Jake, Panic! At the Disco, Pennywise. I generally like alternative nu punk british pop music. Can you recommend similar music artists I might enjoy?",1,1645|412|1650|709|614|1406,1645,0.4,1.0,0.7109569123882344,0,template_11,0,0.0,0.0
1045,Fresno,rock alternative hardcore rio grande do sul rock porto alegre emo emocore shoega,0.0,4.0,1069,542|1432|1436|3376|292,"I enjoy listening to artists like Hateen, Alejandro Sanz, TiÃÂ«sto, Red Hot Chili Peppers, David Guetta, JoJo. I generally like rock alternative rain pop trance music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Hateen, Alejandro Sanz, TiÃÂ«sto, Red Hot Chili Peppers, David Guetta","I enjoy listening to artists like Hateen, Alejandro Sanz, TiÃÂ«sto, Red Hot Chili Peppers, David Guetta, JoJo. I generally like rock alternative rain pop trance music. Can you recommend similar music artists I might enjoy?",1,1045|708|701|55|67|289,1045,0.8,1.0,0.7367283992687399,0,template_11,0,0.0,0.0
1369,Black Sabbath,classic rock heavy metal hard rock halloween rock hard metal rock british 70s ro,0.0,4.0,107,2742|843|918|198|2738,"I enjoy listening to artists like Nirvana, MotÃÂ¶rhead, Blackmore's Night, Iggy Pop, ÃÂÃÂµÃÂ»ÃÂÃÂÃÂ¸ÃÂ½, Korpiklaani. I generally like grunge alternative 80s hard folk music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Nirvana, MotÃÂ¶rhead, Blackmore's Night, Iggy Pop, ÃÂÃÂµÃÂ»ÃÂÃÂÃÂ¸ÃÂ½","I enjoy listening to artists like Nirvana, MotÃÂ¶rhead, Blackmore's Night, Iggy Pop, ÃÂÃÂµÃÂ»ÃÂÃÂÃÂ¸ÃÂ½, Korpiklaani. I generally like grunge alternative 80s hard folk music. Can you recommend similar music artists I might enjoy?",1,1369|1406|917|1535|592|707,1369,0.55,1.0,0.9314489433302675,0,template_11,0,0.0,0.0
497,Papa Roach,alternative rock alternative nu metal hardrock rock metal romantic new metal alt,0.0,4.0,1070,3735|300|501|2176|2661,"I enjoy listening to artists like Pixie Lott, +44, 30 Seconds to Mars, Forever the Sickest Kids, The Beatles, Beeshop. I generally like pop female love at specials music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Pixie Lott, +44, 30 Seconds to Mars, Forever the Sickest Kids, The Beatles","I enjoy listening to artists like Pixie Lott, +44, 30 Seconds to Mars, Forever the Sickest Kids, The Beatles, Beeshop. I generally like pop female love at specials music. Can you recommend similar music artists I might enjoy?",1,497|230|1186|412|2130|229|3333,497,0.6,1.0,0.6501775048262147,0,template_11,0,0.0,0.0
300,Katy Perry,pop pop rock alternative rock electro pop indie pop katy perry dance female voca,0.0,4.0,1071,161|228|299|461|903,"I enjoy listening to artists like Cascada, Pitbull, Gui Boratto, Muse, The Ting Tings, Jay-Z. I generally like pop trance rap rnb electronic music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Cascada, Pitbull, Gui Boratto, Muse, The Ting Tings","I enjoy listening to artists like Cascada, Pitbull, Gui Boratto, Muse, The Ting Tings, Jay-Z. I generally like pop trance rap rnb electronic music. Can you recommend similar music artists I might enjoy?",1,300|288|89|306|289|292,300,0.95,1.0,0.9949683750780682,0,template_11,1,0.16666666666666666,0.2061
680,The Veronicas,pop electropop electro pop pop rock female vocalists rock <3 indie pop i wish i ,0.0,4.0,1072,2801|289|3332|306|301,"I enjoy listening to artists like The Ting Tings, Sugababes, AnahÃÂ­, Garbage, The Pussycat Dolls, Timbaland. I generally like indie electronic rnb ballad pop music. Can you recommend similar music artists I might enjoy?",1,"The user likes: The Ting Tings, Sugababes, AnahÃÂ­, Garbage, The Pussycat Dolls","I enjoy listening to artists like The Ting Tings, Sugababes, AnahÃÂ­, Garbage, The Pussycat Dolls, Timbaland. I generally like indie electronic rnb ballad pop music. Can you recommend similar music artists I might enjoy?",1,680|701|300|461|333|344|292,680,0.2,1.0,0.40298313359773236,0,template_11,0,0.0,0.0
610,Miles Davis,jazz chill zone funk blues avant-garde acid jazz pop psychedelic bebop leader ci,0.0,4.0,1073,735|717|718|1412|1426,"I enjoy listening to artists like Elvis Presley, The Roots, U2, Band of Horses, Chuck Berry, Charlie Parker. I generally like rock legend black music pop music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Elvis Presley, The Roots, U2, Band of Horses, Chuck Berry","I enjoy listening to artists like Elvis Presley, The Roots, U2, Band of Horses, Chuck Berry, Charlie Parker. I generally like rock legend black music pop music. Can you recommend similar music artists I might enjoy?",1,610|578|8126|212|734,610,0.55,1.0,0.8523186207884413,0,template_11,0,0.0,0.0
1892,Eurythmics,new wave pop 80s techno pop dance electro pop fav songs fav artists synthpop son,0.0,4.0,1074,229|9160|4369|1414|227,"I enjoy listening to artists like Kate Bush, Fleetwood Mac, She & Him, Simply Red, U2, Tina Turner. I generally like female vocalists 80's pop indie music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Kate Bush, Fleetwood Mac, She & Him, Simply Red, U2","I enjoy listening to artists like Kate Bush, Fleetwood Mac, She & Him, Simply Red, U2, Tina Turner. I generally like female vocalists 80's pop indie music. Can you recommend similar music artists I might enjoy?",1,1892|72|429|159|875|599|51,1892,0,0,0,1,error,0,0.0,0.0
70,Moby,electronic chillout ambient electronica downtempo melancholic beautiful 90s ener,0.0,4.0,1075,3206|182|89|159|5149,"I enjoy listening to artists like Editors, Vitalic, Air, Robbie Williams, Portishead, Fever Ray. I generally like rock alternative electro electronica electronic music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Editors, Vitalic, Air, Robbie Williams, Portishead","I enjoy listening to artists like Editors, Vitalic, Air, Robbie Williams, Portishead, Fever Ray. I generally like rock alternative electro electronica electronic music. Can you recommend similar music artists I might enjoy?",1,70|757|1098|1424|1983|1075|1001,70,0.9,1.0,0.8216389509448344,0,template_11,0,0.0,0.0
2787,Whitesnake,hard rock classic rock rock love at first listen 80s hair metal heavy metal 70s ,0.0,4.0,1078,1369|724|951|2784|4165,"I enjoy listening to artists like Pink Floyd, Accept, Firehouse, Angra, Toto, Creedence Clearwater Revival. I generally like psychedelic rock heavy metal 80s music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Pink Floyd, Accept, Firehouse, Angra, Toto","I enjoy listening to artists like Pink Floyd, Accept, Firehouse, Angra, Toto, Creedence Clearwater Revival. I generally like psychedelic rock heavy metal 80s music. Can you recommend similar music artists I might enjoy?",1,2787|1249|1808|1119|5165,2787,0.2,1.0,0.8315546295836225,0,template_11,0,0.0,0.0
5100,Shadows Fall,thrash metal metalcore melodic death metal metal heavy metal ambient instrumenta,0.0,4.0,1079,4189|1062|383|537|4058,"I enjoy listening to artists like Nightwish, Elliott Smith, Orgy, All That Remains, Travis, M.I.A.. I generally like metal gothic singer-songwriter indie industrial music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Nightwish, Elliott Smith, Orgy, All That Remains, Travis","I enjoy listening to artists like Nightwish, Elliott Smith, Orgy, All That Remains, Travis, M.I.A.. I generally like metal gothic singer-songwriter indie industrial music. Can you recommend similar music artists I might enjoy?",1,5100|1863|5926|4384|851|3455,5100,1.0,1.0,1.0,0,template_11,0,0.0,0.0
646,RBD,pop latin spanish latin pop mexican death brutal technical atmospheric metal mus,0.0,4.0,1080,543|908|1429|4709|318,"I enjoy listening to artists like Camila, Julieta Venegas, Rita Lee, Claudia Leitte, Tokio Hotel, Hannah Montana. I generally like latin pop female rock axe music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Camila, Julieta Venegas, Rita Lee, Claudia Leitte, Tokio Hotel","I enjoy listening to artists like Camila, Julieta Venegas, Rita Lee, Claudia Leitte, Tokio Hotel, Hannah Montana. I generally like latin pop female rock axe music. Can you recommend similar music artists I might enjoy?",1,646|461|681|325|289|790,646,0.0,0.0,0.0,1,template_11,0,0.0,0.0
1515,The Fratellis,indie indie rock british awesome rock alternative the fratellis scottish straigh,0.0,4.0,1081,1048|1516|1116|1513|5429,"I enjoy listening to artists like MGMT, The Killers, Faichecleres, The Dead Weather, Snow Patrol, Museum. I generally like alternative rock indie specials to music. Can you recommend similar music artists I might enjoy?",1,"The user likes: MGMT, The Killers, Faichecleres, The Dead Weather, Snow Patrol","I enjoy listening to artists like MGMT, The Killers, Faichecleres, The Dead Weather, Snow Patrol, Museum. I generally like alternative rock indie specials to music. Can you recommend similar music artists I might enjoy?",1,1515|227|225|2137,1515,0.05,1.0,0.38685280723454163,0,template_11,0,0.0,0.0
1109,Yann Tiersen,post-rock minimalista soundtrack instrumental french piano orgasm poetry first-r,0.0,4.0,1082,437|2086|1929|5605|5089,"I enjoy listening to artists like Death Cab for Cutie, The Beatles, Glee Cast, Alexandre Desplat, Rihanna, Adele. I generally like indie rock pop glee musical music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Death Cab for Cutie, The Beatles, Glee Cast, Alexandre Desplat, Rihanna","I enjoy listening to artists like Death Cab for Cutie, The Beatles, Glee Cast, Alexandre Desplat, Rihanna, Adele. I generally like indie rock pop glee musical music. Can you recommend similar music artists I might enjoy?",1,1109|5412|425|1390|205,1109,0.9,1.0,0.9770153702993118,0,template_11,0,0.0,0.0
898,Tegan and Sara,indie indie pop female vocalists canadian alternative i am canadian new discover,0.0,4.0,1083,498|396|536|10677|3398,"I enjoy listening to artists like Natalie Imbruglia, Evanescence, Plain White T's, Green Day, Switchfoot, Missy Higgins. I generally like pop female alternative gothic rock music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Natalie Imbruglia, Evanescence, Plain White T's, Green Day, Switchfoot","I enjoy listening to artists like Natalie Imbruglia, Evanescence, Plain White T's, Green Day, Switchfoot, Missy Higgins. I generally like pop female alternative gothic rock music. Can you recommend similar music artists I might enjoy?",1,898|4618|184|2544|403|209,898,0.2,1.0,0.46845052016107697,0,template_11,0,0.0,0.0
1090,Franz Ferdinand,alternative rock indie indie rock pop rock alternative rock british seen live sc,0.0,4.0,1084,969|1098|65|207|4025,"I enjoy listening to artists like Gossip, Johnny Cash, MGMT, Ã¤Â¹ÂÃ§ÂÂ³Ã¨Â­Â², Vitalic, Bat for Lashes. I generally like ambient indie singer-songwriter classic alternative music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Gossip, Johnny Cash, MGMT, Ã¤Â¹ÂÃ§ÂÂ³Ã¨Â­Â², Vitalic","I enjoy listening to artists like Gossip, Johnny Cash, MGMT, Ã¤Â¹ÂÃ§ÂÂ³Ã¨Â­Â², Vitalic, Bat for Lashes. I generally like ambient indie singer-songwriter classic alternative music. Can you recommend similar music artists I might enjoy?",1,1090|418|1983|64|56|81|1990,1090,0.45,1.0,0.6948879346846402,0,template_11,0,0.0,0.0
8866,Red House Painters,indie rock singer-songwriter dream pop folk-rock folk slowcore indie,0.0,4.0,1085,6756|604|7382|622|632,"I enjoy listening to artists like Hammock, Bright Eyes, Pedro the Lion, Sunny Day Real Estate, Jeff Buckley, This Will Destroy You. I generally like ambient post-rock autumn indie sxsw2006 music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Hammock, Bright Eyes, Pedro the Lion, Sunny Day Real Estate, Jeff Buckley","I enjoy listening to artists like Hammock, Bright Eyes, Pedro the Lion, Sunny Day Real Estate, Jeff Buckley, This Will Destroy You. I generally like ambient post-rock autumn indie sxsw2006 music. Can you recommend similar music artists I might enjoy?",1,8866|444|418|6906|621,8866,0.15,1.0,0.5271341073823443,0,template_11,0,0.0,0.0
2629,Elvis Costello,new wave pop 80s pop rock punk college rock pub rock 1981 singer-songwriter powe,0.0,4.0,1086,1242|227|683|1383|3375,"I enjoy listening to artists like Jonas Brothers, John Fogerty, Kate Voegele, Darren Criss, Glee Cast, Elvis Presley. I generally like alternative rock summer pop glee music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Jonas Brothers, John Fogerty, Kate Voegele, Darren Criss, Glee Cast","I enjoy listening to artists like Jonas Brothers, John Fogerty, Kate Voegele, Darren Criss, Glee Cast, Elvis Presley. I generally like alternative rock summer pop glee music. Can you recommend similar music artists I might enjoy?",1,2629|3748|554|728|680,2629,0.65,1.0,0.598558177646322,0,template_11,0,0.0,0.0
443,The Rakes,indie british the rakes indie rock oui fm alternative rock dance indie pop fun k,0.0,4.0,1087,612|4649|1048|207|10105,"I enjoy listening to artists like The Wombats, The Rolling Stones, Morrissey, White Lies, Peter Doherty, Klaxons. I generally like indie rock legends new wave music. Can you recommend similar music artists I might enjoy?",1,"The user likes: The Wombats, The Rolling Stones, Morrissey, White Lies, Peter Doherty","I enjoy listening to artists like The Wombats, The Rolling Stones, Morrissey, White Lies, Peter Doherty, Klaxons. I generally like indie rock legends new wave music. Can you recommend similar music artists I might enjoy?",1,443|225|227|428|441|429,443,0.6,1.0,0.8842221264874298,0,template_11,0,0.0,0.0
498,Paramore,alternative pop punk punk rock punk pop rock female vocalists seen live indie em,0.0,4.0,1088,499|438|223|716|1868,"I enjoy listening to artists like Cute Is What We Aim For, Alexisonfire, The All-American Rejects, Bullet for My Valentine, Saosin, Caliban. I generally like alternative indie emo screamo rock music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Cute Is What We Aim For, Alexisonfire, The All-American Rejects, Bullet for My Valentine, Saosin","I enjoy listening to artists like Cute Is What We Aim For, Alexisonfire, The All-American Rejects, Bullet for My Valentine, Saosin, Caliban. I generally like alternative indie emo screamo rock music. Can you recommend similar music artists I might enjoy?",1,498|1045|1041|4346|1246|1180|1200,498,0.6,1.0,0.7745648519682151,0,template_11,0,0.0,0.0
1534,The Sisters of Mercy,80s gothic rock addictive sexy fucking awesome play this loud enough to raise th,0.0,4.0,1089,1983|1294|81|1886|233,"I enjoy listening to artists like Duran Duran, The Gathering, Combichrist, a-ha, Frank Sinatra, David Bowie. I generally like new wave gothic metal industrial music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Duran Duran, The Gathering, Combichrist, a-ha, Frank Sinatra","I enjoy listening to artists like Duran Duran, The Gathering, Combichrist, a-ha, Frank Sinatra, David Bowie. I generally like new wave gothic metal industrial music. Can you recommend similar music artists I might enjoy?",1,1534|1069|1707|32|961|49,1534,1.0,1.0,1.0,0,template_11,0,0.0,0.0
2786,Janis Joplin,spring blues rock 'n' roll rock american 70s guitar solo classic rock 60s female,0.0,4.0,109,2783|2595|951|2372|2363,"I enjoy listening to artists like Mr. Big, Scorpions, Nirvana, Ratt, Michael Jackson, Alter Bridge. I generally like rock 90s classic grunge alternative music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Mr. Big, Scorpions, Nirvana, Ratt, Michael Jackson","I enjoy listening to artists like Mr. Big, Scorpions, Nirvana, Ratt, Michael Jackson, Alter Bridge. I generally like rock 90s classic grunge alternative music. Can you recommend similar music artists I might enjoy?",1,2786|253|959|735|1412|868,2786,0.45,1.0,0.532847901518635,0,template_11,0,0.0,0.0
291,Kelly Clarkson,pop female vocalists amazing voice american idol miserable female vocalist pop r,0.0,4.0,1091,486|3859|930|490|180,"I enjoy listening to artists like Bloc Party, Stone Sour, Laura Marling, P!nk, The Who, Three Days Grace. I generally like indie metal hard female pop music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Bloc Party, Stone Sour, Laura Marling, P!nk, The Who","I enjoy listening to artists like Bloc Party, Stone Sour, Laura Marling, P!nk, The Who, Three Days Grace. I generally like indie metal hard female pop music. Can you recommend similar music artists I might enjoy?",1,291|510|2661|1470|498,291,0.3,1.0,0.3868528072345416,0,template_11,0,0.0,0.0
2102,Ã¥ÂÂÃ§ÂÂ°Ã¤Â¾ÂÃ¦ÂÂª,j-pop performer entertainer jpop taboo pop female vocalists sexy japanese j-cuti,0.0,4.0,1092,301|3081|64|257|288,"I enjoy listening to artists like Natasha Bedingfield, Kelis, Lily Allen, Glee Cast, Christina Aguilera, Daft Punk. I generally like pop dance catchy female glee music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Natasha Bedingfield, Kelis, Lily Allen, Glee Cast, Christina Aguilera","I enjoy listening to artists like Natasha Bedingfield, Kelis, Lily Allen, Glee Cast, Christina Aguilera, Daft Punk. I generally like pop dance catchy female glee music. Can you recommend similar music artists I might enjoy?",1,2102|3490|1383|3324|1052|375,2102,0.5,1.0,0.5513882925917463,0,template_11,0,0.0,0.0
946,Avantasia,metal symphonic metal power metal gothic melodic metal melodic power metal hard ,0.0,4.0,1093,957|1106|1104|2068|883,"I enjoy listening to artists like Diablo Swing Orchestra, The Dandy Warhols, The Killers, Blue ÃÂyster Cult, Theatre of Tragedy, Coldplay. I generally like avant-garde metal alternative rock hard music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Diablo Swing Orchestra, The Dandy Warhols, The Killers, Blue ÃÂyster Cult, Theatre of Tragedy","I enjoy listening to artists like Diablo Swing Orchestra, The Dandy Warhols, The Killers, Blue ÃÂyster Cult, Theatre of Tragedy, Coldplay. I generally like avant-garde metal alternative rock hard music. Can you recommend similar music artists I might enjoy?",1,946|1339|15|1710|8962,946,0.2,1.0,1.0,0,template_11,0,0.0,0.0
1122,The Police,new wave pop 80s classic rock rock fav songs new wave songs fav artists british ,0.0,4.0,1094,562|171|6678|1413|418,"I enjoy listening to artists like Jimi Hendrix, Death Cab for Cutie, David Bowie, Nada Surf, Bloc Party, The Rolling Stones. I generally like classic rock indie hard alternative music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Jimi Hendrix, Death Cab for Cutie, David Bowie, Nada Surf, Bloc Party","I enjoy listening to artists like Jimi Hendrix, Death Cab for Cutie, David Bowie, Nada Surf, Bloc Party, The Rolling Stones. I generally like classic rock indie hard alternative music. Can you recommend similar music artists I might enjoy?",1,1122|221|1375|225|1875,1122,0.55,1.0,0.8893049075588343,0,template_11,0,0.0,0.0
1098,BjÃÂ¶rk,electronic alternative indie amazing voice beautiful favorite metal chillout dow,0.0,4.0,1097,1167|288|1377|362|7157,"I enjoy listening to artists like Keane, Taylor Swift, Inna, Amy Winehouse, Amy Macdonald, Empire of the Sun. I generally like autumn sunshine pop singer-songwriter electronic music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Keane, Taylor Swift, Inna, Amy Winehouse, Amy Macdonald","I enjoy listening to artists like Keane, Taylor Swift, Inna, Amy Winehouse, Amy Macdonald, Empire of the Sun. I generally like autumn sunshine pop singer-songwriter electronic music. Can you recommend similar music artists I might enjoy?",1,1098|300|3081|3200|2018|58,1098,0.3,1.0,0.8072467605676945,0,template_11,0,0.0,0.0
53,Air,electronic autumn downtempo trip-hop instrumental dark hypnotic meditative exper,0.0,4.0,1098,81|961|1782|1231|2146,"I enjoy listening to artists like Amy Winehouse, Alanis Morissette, Adam Lambert, Ladytron, Depeche Mode, Sneaker Pimps. I generally like jazz female pop rock electropop music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Amy Winehouse, Alanis Morissette, Adam Lambert, Ladytron, Depeche Mode","I enjoy listening to artists like Amy Winehouse, Alanis Morissette, Adam Lambert, Ladytron, Depeche Mode, Sneaker Pimps. I generally like jazz female pop rock electropop music. Can you recommend similar music artists I might enjoy?",1,53|57|1244|7352|603|2277,53,0.45,1.0,0.613396536308779,0,template_11,0,0.0,0.0
183,Jamiroquai,funk electronic acid jazz 90s dance british pop love english awesome kickass goo,0.0,4.0,1099,1790|227|187|2027|59,"I enjoy listening to artists like Radiohead, Roxette, The Cure, The White Stripes, Mika, Lily Allen. I generally like alternative winter pop hard rock music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Radiohead, Roxette, The Cure, The White Stripes, Mika","I enjoy listening to artists like Radiohead, Roxette, The Cure, The White Stripes, Mika, Lily Allen. I generally like alternative winter pop hard rock music. Can you recommend similar music artists I might enjoy?",1,183|716|1131|511|1713|58|72,183,0.65,1.0,0.9896136706533492,0,template_11,0,0.0,0.0
230,Green Day,my fav punk band pop punk punk punk rock alternative rock idol rock alternative ,0.0,4.0,11,472|295|470|329|292,"I enjoy listening to artists like Madonna, Kelis, Taylor Swift, Ne-Yo, Black Eyed Peas, Leona Lewis. I generally like pop dance catchy singer-songwriter hip-hop music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Madonna, Kelis, Taylor Swift, Ne-Yo, Black Eyed Peas","I enjoy listening to artists like Madonna, Kelis, Taylor Swift, Ne-Yo, Black Eyed Peas, Leona Lewis. I generally like pop dance catchy singer-songwriter hip-hop music. Can you recommend similar music artists I might enjoy?",1,230|234|469|89|471|458|468,230,0.65,1.0,0.9298886583144372,0,template_11,0,0.0,0.0
265,CÃÂ©line Dion,female vocalists 90s romantic love song trilha sonora miserable diva pop classic,0.0,4.0,110,295|2799|2106|349|2094,"I enjoy listening to artists like Linkin Park, Avril Lavigne, Leona Lewis, 2PM, Jeffree Star, Ciara. I generally like rock specials pop talent rnb music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Linkin Park, Avril Lavigne, Leona Lewis, 2PM, Jeffree Star","I enjoy listening to artists like Linkin Park, Avril Lavigne, Leona Lewis, 2PM, Jeffree Star, Ciara. I generally like rock specials pop talent rnb music. Can you recommend similar music artists I might enjoy?",1,265|257|325|2102|409|288,265,0.7,1.0,0.9498751896215565,0,template_11,0,0.0,0.0
6730,Mark Lanegan,rock alternative singer-songwriter acoustic relaxing kick ass olimpo dei miglior,0.0,4.0,1100,233|45|3417|1994|2624,"I enjoy listening to artists like Melvins, Swans, Captain Beefheart & His Magic Band, The Dillinger Escape Plan, Massive Attack, Tool. I generally like grunge sludge industrial post-punk ogonj music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Melvins, Swans, Captain Beefheart & His Magic Band, The Dillinger Escape Plan, Massive Attack","I enjoy listening to artists like Melvins, Swans, Captain Beefheart & His Magic Band, The Dillinger Escape Plan, Massive Attack, Tool. I generally like grunge sludge industrial post-punk ogonj music. Can you recommend similar music artists I might enjoy?",1,6730|1119|615|2964|2493,6730,0.6,1.0,0.8337567020739451,0,template_11,0,0.0,0.0
1969,Prefuse 73,trip-hop idm hip-hop ambient experimental electro electronic warp chillout downt,0.0,4.0,1101,227|154|2668|206|1116,"I enjoy listening to artists like Sigur RÃÂ³s, Aphex Twin, Kettel, Blockhead, Mogwai, Telefon Tel Aviv. I generally like good music ambient experimental idm music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Sigur RÃÂ³s, Aphex Twin, Kettel, Blockhead, Mogwai","I enjoy listening to artists like Sigur RÃÂ³s, Aphex Twin, Kettel, Blockhead, Mogwai, Telefon Tel Aviv. I generally like good music ambient experimental idm music. Can you recommend similar music artists I might enjoy?",1,1969|152|748|744|3732,1969,0.2,1.0,0.45560514958746035,0,template_11,0,0.0,0.0
532,Little Boots,electronic dance female vocalists pop electropop <3 catchy kopie dupsko ugly bet,0.0,4.0,1102,64|526|53|97|2083,"I enjoy listening to artists like Marina & the Diamonds, Gwen Stefani, Cut Copy, The Chemical Brothers, Maroon 5, Darren Hayes. I generally like indie female pop dance electronic music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Marina & the Diamonds, Gwen Stefani, Cut Copy, The Chemical Brothers, Maroon 5","I enjoy listening to artists like Marina & the Diamonds, Gwen Stefani, Cut Copy, The Chemical Brothers, Maroon 5, Darren Hayes. I generally like indie female pop dance electronic music. Can you recommend similar music artists I might enjoy?",1,532|55|89|980|328|1409,532,0.1,1.0,0.3333333333333333,0,template_11,0,0.0,0.0
7759,Bushido,80s synthpop post-punk electro german hiphop german hiphop berlin europe europa ,0.0,4.0,1103,173|4317|4316|378|1713,"I enjoy listening to artists like Faithless, Bloc Party, Black Eyed Peas, IAMX, OneRepublic, Blutengel. I generally like electronic trip-hop indie pop hip-hop music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Faithless, Bloc Party, Black Eyed Peas, IAMX, OneRepublic","I enjoy listening to artists like Faithless, Bloc Party, Black Eyed Peas, IAMX, OneRepublic, Blutengel. I generally like electronic trip-hop indie pop hip-hop music. Can you recommend similar music artists I might enjoy?",1,7759|359|185|166|1044|198,7759,0.6,1.0,0.9049278636531481,0,template_11,0,0.0,0.0
6376,Missy Elliott,dance hip-hop rap female vocalists 00s hip hop rnb favorites singer-songwriter a,0.0,4.0,1104,959|2183|1414|1764|157,"I enjoy listening to artists like Shayne Ward, *NSYNC, Marisa Monte, Information Society, Gary Moore, Aerosmith. I generally like specials to dance teen female music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Shayne Ward, *NSYNC, Marisa Monte, Information Society, Gary Moore","I enjoy listening to artists like Shayne Ward, *NSYNC, Marisa Monte, Information Society, Gary Moore, Aerosmith. I generally like specials to dance teen female music. Can you recommend similar music artists I might enjoy?",1,6376|285|1081|251|55|1427|67,6376,0.35,1.0,0.8738811834597566,0,template_11,0,0.0,0.0
304,David Archuleta,pop american idol love cute catchy addictive love at first listen summer time da,0.0,4.0,1106,475|3584|1489|5267|295,"I enjoy listening to artists like Michael Jackson, Coldplay, Dixie Chicks, Brad Paisley, Evanescence, Black Eyed Peas. I generally like pop legend lastfm elitist country music. Can you recommend similar music artists I might enjoy?",1,"The user likes: Michael Jackson, Coldplay, Dixie Chicks, Brad Paisley, Evanescence","I enjoy listening to artists like Michael Jackson, Coldplay, Dixie Chicks, Brad Paisley, Evanescence, Black Eyed Peas. I generally like pop legend lastfm elitist country music. Can you recommend similar music artists I might enjoy?",1,304|289|316|466|461|67|1459,304,0.5833333333333333,1.0,0.9447070057975876,0,template_11,0,0.0,0.0
488,Three Days Grace,specials to 3mmey alternative rock alternative rock metal three days grace alter,0.0,4.0,1107,490|808|810|1195|1193,"I enjoy listening to artists like LoveHateHero, blessthefall, Mudvayne, Kanye West, Emil Bulls, Daft Punk. I generally like post-hardcore screamo metal alternative hip-hop music. Can you recommend similar music artists I might enjoy?",1,"The user likes: LoveHateHero, blessthefall, Mudvayne, Kanye West, Emil Bulls","I enjoy listening to artists like LoveHateHero, blessthefall, Mudvayne, Kanye West, Emil Bulls, Daft Punk. I generally like post-hardcore screamo metal alternative hip-hop music. Can you recommend similar music artists I might enjoy?",1,488|779|1180|2940|830|493|1672,488,0.325,1.0,0.6110055011206279,0,template_11,0,0.0,0.0
